go-name	term	setsize	num.sig	fdr	pval	direction	median_z_target	median_z_bg	expected	target_dist	background_dist
cofactor binding	GO:0048037	122	122	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
small molecule binding	GO:0036094	204	204	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
GTPase activity	GO:0003924	18	18	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
NADH dehydrogenase activity	GO:0003954	9	9	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
cation binding	GO:0043169	241	241	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
anion binding	GO:0043168	233	233	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
organic acid binding	GO:0043177	26	26	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
phosphorelay response regulator activity	GO:0000156	10	10	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
nucleotide binding	GO:0000166	167	167	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
peptide transmembrane transporter activity	GO:1904680	13	13	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
guanyl ribonucleotide binding	GO:0032561	19	19	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
adenyl ribonucleotide binding	GO:0032559	84	84	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
ribonucleotide binding	GO:0032553	122	122	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
purine ribonucleotide binding	GO:0032555	99	99	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
purine ribonucleoside binding	GO:0032550	98	98	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
ribonucleoside binding	GO:0032549	99	99	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
phosphorelay sensor kinase activity	GO:0000155	8	8	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
core promoter proximal region DNA binding	GO:0001159	9	9	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding	GO:0001130	29	29	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
tetrapyrrole binding	GO:0046906	14	14	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
transition metal ion binding	GO:0046914	134	134	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
transition metal ion transmembrane transporter activity	GO:0046915	18	18	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
rRNA methyltransferase activity	GO:0008649	22	22	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
inorganic cation transmembrane transporter activity	GO:0022890	32	32	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
substrate-specific transmembrane transporter activity	GO:0022891	99	99	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
substrate-specific transporter activity	GO:0022892	115	115	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
metal ion binding	GO:0046872	231	231	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
transcription regulatory region DNA binding	GO:0044212	34	34	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
metal ion transmembrane transporter activity	GO:0046873	20	20	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
transmembrane transporter activity	GO:0022857	107	107	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
active ion transmembrane transporter activity	GO:0022853	14	14	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
RNA binding	GO:0003723	76	76	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
structural constituent of ribosome	GO:0003735	47	47	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
transcription factor activity, sequence-specific DNA binding	GO:0003700	53	53	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
4 iron, 4 sulfur cluster binding	GO:0051539	31	31	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
iron-sulfur cluster binding	GO:0051536	40	40	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
2 iron, 2 sulfur cluster binding	GO:0051537	14	14	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
metal cluster binding	GO:0051540	40	40	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
S-adenosylmethionine-dependent methyltransferase activity	GO:0008757	40	40	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
ribosome binding	GO:0043022	16	16	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
ribonucleoprotein complex binding	GO:0043021	27	27	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
carboxylic acid transmembrane transporter activity	GO:0046943	19	19	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
dipeptide transmembrane transporter activity	GO:0071916	3	3	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	GO:0001217	19	19	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding	GO:0001216	16	16	1.000	1.000	0.000e+00	0.000e+00	0.000e+00	0.000e+00	null	null
