protein	log2FC	p-val
rpsE	-0.234	0.007
rpoB	0.03	0.262
thiC	0.363	0.003
pifC	0.077	0.833
arnA	0.603	0.005
fabG	-0.224	0.001
yecC	0.698	0.09
pyrH	0.601	0.00026
hisD	0.551	0.006
dapA	0.23	0.037
ilvG	0.05	0.538
ecnB	0.372	1.0
aceE	0.067	0.174
rplL	-0.284	0.0004372
mdoG	0.27	0.048
rbsK	0.503	0.028
ydjN	-0.59	0.0003431
metE	0.794	0.0
fliY	0.762	0.008
yggX	0.655	0.00018
rpoC	0.082	0.042
fbaA	1.194	0.0
gpmA	0.31	0.001
tyrA	-0.01	1.0
hupA	0.329	8.273e-05
trpS	0.351	0.004
frmA	-0.582	0.005
pta	0.0004182	0.939
potD	0.822	2.45e-10
yebC	0.051	0.998
pepQ	0.408	0.004
trxB	0.214	0.0001892
kdpB	0.108	0.19
ydgA	-0.277	0.063
nlpA	-0.125	0.226
gpmI	-0.141	0.341
glnS	0.424	8.698e-06
arcA	-0.32	0.0001649
sodA	0.736	2.784e-10
slyB	-0.132	0.18
cysI	0.23	3.554e-05
pepP	0.399	0.047
oppA	1.018	1.946e-06
glk	0.63	0.016
kdsA	0.95	6.082e-07
prs	0.143	0.03
nfuA	-0.279	0.083
gpt	-0.177	0.22
ssb	0.184	0.093
infC	0.043	0.336
purA	0.938	0.0
sucA	1.404	0.0
purF	0.132	0.12
proQ	-0.391	1.863e-05
purU	-0.311	0.0002626
pnp	-0.43	1.11e-14
glnH	-0.056	0.446
ilvC	1.361	0.0
yhbY	-0.186	0.261
rplE	-0.774	0.0
rpsQ	-0.315	0.008
rpsR	-0.455	0.00024
pntB	1.313	5.329e-15
cspE	0.123	0.268
ydfG	0.132	0.153
hisC	1.105	4.588e-06
deoD	0.329	0.057
serS	0.681	6.129e-05
argB	0.885	6.135e-08
yfbU	0.716	2.67e-06
ndh	-0.309	0.041
argD	0.644	0.0
ftsY	-0.285	0.124
rdgB	-0.131	0.404
cysP	-0.112	0.102
cirA	0.845	0.005
yjjK	0.319	4.099e-05
gltI	1.395	2.22e-16
yrbD	-0.381	0.011
fadL	-0.005	1.0
cydA	0.524	0.052
rpsN	-0.243	0.123
rpoA	-0.157	0.0001382
yohN	-0.183	0.319
nagD	0.343	0.194
folD	-0.008	1.0
erpA	-0.229	0.028
pepD	0.747	0.0005443
rpsO	-0.442	8.414e-05
fldA	-0.113	0.455
mdh	0.934	0.0
kdgR	-0.044	0.864
fabF	-0.711	0.006
suhB	0.126	0.553
yfdH	0.202	0.262
ycfP	-0.133	0.424
rpsU	-0.066	0.301
prlC	0.452	0.003
luxS	0.838	2e-05
nmpC	2.176	0.0
lysS	-0.081	0.194
zapB	-0.481	0.0002737
pykA	0.785	0.011
hinT	-0.178	0.766
rpsC	0.082	0.247
iscR	-0.491	0.0001208
pgk	1.183	0.0
trmJ	-0.636	0.009
rplK	-0.909	2.962e-13
yfcD	1.719	0.00062
allR	-0.045	1.0
mqo	-0.235	0.321
fabB	-0.179	0.213
ybhC	-0.263	0.27
adk	0.285	0.053
yaeT	0.003	0.539
hisJ	1.398	0.0
sucD	1.746	0.0
rpsL	-0.304	0.001
rplT	-0.435	0.0001713
pykF	0.678	1.874e-06
hflK	-0.015	1.0
purB	0.733	6.146e-09
nuoA	-1.04	0.007
atpD	0.422	0.0
yibN	-0.529	7.722e-09
hemL	0.282	0.194
deoC	0.382	0.144
tpiA	1.294	4.007e-10
crp	0.508	5.182e-07
cusC	-0.782	0.321
fabZ	-0.608	1.752e-08
folE	0.592	1.552e-05
fkpA	0.688	4.805e-07
nuoI	-0.791	0.002
tyrB	0.887	0.002
sucB	1.408	6.812e-12
trpC	-0.039	1.0
cspA	-3.925	8.947e-06
valS	0.152	0.0007068
aceF	0.566	1.905e-13
tufA	-0.361	0.0
rplR	-0.335	0.005
stpA	1.083	1.36e-11
metQ	0.745	0.0
aroK	-0.449	1.547e-05
btuB	0.345	0.047
typA	-0.288	1.471e-05
apt	0.041	0.416
hisB	1.126	4.117e-13
serA	0.771	0.0
metL	0.092	0.401
rbsB	1.583	0.0
yeeX	0.06	0.412
fabA	-0.205	0.264
yfiF	0.18	0.397
ybeD	0.166	0.204
leuB	-0.084	0.14
thiG	1.235	2e-05
ydiI	0.108	1.0
yrbF	-0.277	0.138
hldD	0.084	0.359
rpmG	-0.336	0.006
ppsA	1.402	0.0
ilvE	0.61	4.441e-16
yiaF	-0.124	0.783
metK	0.273	4.691e-10
yajQ	0.029	0.638
argC	1.413	0.001
zwf	-0.034	0.737
zipA	-0.617	0.03
tar	3.122	6.661e-15
fabD	-0.012	0.433
smpA	-0.253	0.023
acrA	0.306	0.055
ompA	0.128	0.008
rpoZ	0.37	0.068
icd	1.081	0.0
infA	-0.074	0.319
ahpC	0.361	5.018e-14
nrdA	0.275	0.032
ydgH	0.564	1.031e-06
msbA	-1.54	0.049
cysM	-0.446	0.0006425
exbB	1.361	0.005
prfC	-0.44	0.111
tig	-0.173	1.443e-05
tpx	0.508	1.193e-09
aroG	0.518	2.076e-12
aspS	-0.055	0.212
thiE	0.554	0.07
pgm	0.175	0.73
ybiT	-0.05	0.976
leuD	0.86	0.0
aroA	0.373	0.014
talB	0.614	3.06e-13
yajG	-0.063	0.543
artP	-0.641	0.003
gapA	0.806	0.0
panC	0.299	0.069
alaS	-0.103	0.323
yciT	-0.958	0.003
manZ	1.281	0.001
rpsK	-0.282	1.548e-08
groL	0.924	0.0
trpB	0.199	0.369
aspC	0.93	0.0
ybgI	0.315	0.408
pepN	0.229	0.091
rplA	-0.507	3.553e-15
cheZ	3.026	4.083e-12
recA	0.636	0.001
ybbN	0.521	0.00036
lrp	0.24	0.015
rnb	0.008	0.849
rplU	-0.501	0.001
copA	-0.127	0.839
gmk	-0.076	0.929
guaC	1.703	0.004
atpA	0.549	0.0
fumA	0.691	1.119e-11
sohB	0.665	0.02
rplF	-0.213	6.926e-05
purL	0.485	2.665e-15
cusB	0.057	0.681
rsmC	0.599	0.215
tyrS	0.32	0.005
purR	-0.449	0.008
aroB	0.112	0.454
usg	-0.02	1.0
livG	0.485	0.021
gcvT	0.076	0.667
sdhA	0.646	4.441e-16
aroF	1.588	2.263e-08
deaD	-2.421	0.0
dapB	1.575	2e-05
fdx	-0.525	0.005
yraP	0.583	0.135
yrbB	-0.125	0.668
rpmD	-0.365	0.025
gltB	0.69	0.0
pyrG	0.234	0.073
cysK	-0.102	0.016
clpB	0.124	0.076
rpmE	-0.767	9.63e-08
rbfA	-0.92	1.389e-06
fabH	-0.126	0.217
aroH	-0.688	0.005
rpsB	-0.154	0.005
yceD	-0.671	0.001
yfcB	-0.099	0.705
rpsF	-0.633	2.702e-10
hpt	-0.247	0.077
fhuA	-0.283	0.006
mioC	-0.083	0.556
artI	0.107	0.695
rnc	-0.616	0.003
rho	-0.941	0.0
ndk	1.819	1.332e-15
ilvA	0.305	0.0001424
gltX	0.022	0.566
groS	0.372	0.002
speB	0.088	0.907
nifU	0.042	0.989
pgi	0.593	0.000553
ompX	-0.343	3.595e-05
tolC	-0.061	0.526
manA	-0.106	0.527
metF	-0.191	0.0001464
elbB	0.17	0.453
atpH	0.397	1.461e-06
cheA	3.786	4e-05
dnaK	0.153	4.539e-05
rne	-0.807	5.962e-09
metG	0.546	8.261e-08
rpmC	-0.423	3.132e-05
lon	0.081	0.212
ppiC	0.411	0.019
corC	-0.058	0.989
dacA	0.417	0.008
hupB	0.326	2.591e-05
rplC	-0.595	9.469e-06
pepB	-0.237	0.126
rpsP	-0.286	0.023
hldE	0.466	0.041
secA	-0.701	0.005
surA	-0.204	0.045
ftsZ	0.106	0.043
lysC	1.012	0.0
topA	-0.82	0.024
argI	1.695	4e-05
pntA	1.035	0.0
adhE	0.517	0.0002954
mreB	-0.452	0.0004224
dapD	0.978	0.0
hisS	0.324	2.223e-05
carA	0.587	7.327e-15
argH	0.799	7.815e-07
thrS	-0.887	1.134e-09
pssA	-0.015	1.0
pfkA	0.039	0.914
pdxB	0.223	0.16
ppc	1.117	0.0
ybiC	0.54	2.796e-06
trpD	0.942	0.009
rpsJ	-0.934	9.148e-13
borD	-1.048	3.641e-06
dut	-0.088	0.834
engD	0.268	0.007
pheT	0.851	0.0
purT	0.683	6.615e-05
ahpF	-0.268	0.011
pflB	0.986	8.036e-11
argS	0.003	1.0
yhcB	-0.074	0.654
nuoF	-0.415	0.007
livF	0.333	0.092
ilvB	0.609	0.014
greA	-0.241	0.018
proB	-0.11	0.816
rpsA	0.144	2.179e-05
yraL	0.479	0.191
tap	2.545	0.00038
damX	-0.136	0.382
engA	-0.515	0.002
serC	0.902	0.0
can	0.636	3.41e-11
dppA	-0.121	0.008
ycgR	3.208	2e-05
infB	-0.377	0.0
yifE	0.097	0.216
nlpD	-0.354	0.23
ycdY	-0.11	0.381
oxyR	-0.166	0.199
efp	-0.834	0.134
pyrC	1.145	0.006
rpsG	-0.457	4.752e-14
gyrA	0.049	0.525
ycaO	0.017	1.0
ppiD	-0.186	0.057
fabI	0.583	0.0
nlpB	0.312	0.111
def	-0.274	0.149
tktA	0.423	2.107e-10
pspB	-1.566	0.0001
fur	-0.372	0.0004218
kdsC	-0.07	0.726
rplN	-0.701	5.373e-14
accC	0.5	4.155e-12
lepA	-0.459	0.009
metN	-0.982	0.0001452
glyA	1.167	0.0
ybaB	-0.057	0.734
yegQ	-0.885	0.0008395
pheA	0.107	0.81
rpsD	-0.352	1.511e-08
hisG	1.009	2.499e-11
purD	0.946	1.421e-10
livJ	0.389	6.968e-13
gnd	0.779	0.0
rplQ	-0.511	2.351e-09
yncE	0.527	2.089e-08
