protein	log2FC	p-val
deoC	0.046	1.0
glyQ	0.275	0.362
hupA	0.036	0.552
ygdH	-0.047	1.0
prpD	-3.61	0.961
nadE	-0.037	0.959
deaD	-0.726	0.184
nlpB	0.214	0.02
eda	-0.083	0.653
argI	-0.104	0.519
yhcB	0.004	0.877
leuA	0.018	0.672
gst	0.416	0.104
gltX	-0.259	0.231
rplN	-0.128	0.179
lpxA	0.03	1.0
amn	0.082	0.976
tpx	0.069	0.445
ysgA	0.125	0.921
ygiM	0.266	0.285
bcp	0.029	0.86
sodB	0.056	0.604
purB	-0.228	0.486
rplB	-0.253	0.019
yjgF	0.066	0.962
prlC	-0.125	0.488
ribH	-0.152	0.21
accB	-0.029	1.0
glnH	0.464	3.909e-08
dnaN	-0.138	0.665
gltA	-0.008	0.865
rpsR	-0.185	0.324
yncE	-0.173	0.42
mdh	0.035	0.439
dhaK	0.665	0.085
glk	-0.598	0.114
tolC	0.05	0.697
hinT	0.148	0.312
cspC	-0.184	0.208
thiD	-0.615	0.308
rpsE	-0.201	0.011
rpsA	-0.116	0.026
dcp	0.383	0.176
pdxH	-0.062	0.803
polA	0.066	1.0
rpmE	-0.208	0.213
fur	-0.148	0.988
tsx	0.226	0.607
rplF	-0.112	0.163
tig	-0.11	0.058
pgi	-0.138	0.222
galE	-0.167	0.5
minE	0.202	0.349
pnp	0.075	0.322
moaC	-0.078	0.96
fabI	-0.124	0.224
rplC	-0.042	0.771
ompT	0.12	0.275
flgG	-0.161	0.861
trpS	0.015	0.978
aer	-0.427	0.13
aroB	0.146	0.556
pykF	-0.317	0.093
cheY	0.119	0.42
iscR	0.236	0.118
yfiO	0.232	0.253
yagU	-0.431	0.465
trxA	0.074	0.696
bfr	0.986	0.008
fadL	0.521	0.0004626
cheW	0.01	0.908
glnB	-0.052	0.969
ytfQ	0.362	0.126
dksA	0.063	0.921
maeB	0.23	0.22
yceI	-0.029	1.0
fliY	0.251	0.08
gyrB	0.009	0.549
htpG	0.011	0.961
rpsK	-0.142	0.178
cheR	0.018	1.0
uspA	0.072	0.822
rpmF	-0.186	0.714
rpsG	-0.087	0.101
rpsF	-0.084	0.36
gltL	0.103	0.821
accD	0.007	0.79
galM	-0.043	0.682
tar	0.145	0.039
nmpC	-0.051	0.475
uxuB	-0.078	1.0
skp	0.253	0.073
atpG	0.059	0.393
trpA	-0.136	0.307
fusA	-0.145	0.0008679
mukE	-0.097	1.0
hslU	-0.106	0.653
grpE	-0.004	0.763
gmhA	0.15	0.582
ffh	-0.17	0.745
rpsD	-0.146	0.02
copA	-11.521	1.0
fliG	-0.103	0.595
cheA	-0.019	0.934
typA	-0.106	0.241
ybeZ	-0.089	0.829
yaeH	-0.824	0.032
aroC	-0.248	0.406
nuoE	-0.663	0.429
groL	0.021	0.87
borD	-0.061	0.993
gdhA	-0.155	0.0008374
rplU	-0.128	0.332
cspD	0.293	0.087
pgk	-0.146	0.007
ilvI	0.163	0.882
gpt	-0.106	0.866
fabF	-0.004	0.746
aceE	-0.087	0.036
yggX	0.208	0.458
folX	0.072	0.977
ydiJ	-0.109	0.722
proQ	-0.116	0.788
rpsN	0.026	1.0
rpoC	0.002	0.977
yajC	0.119	0.45
sthA	0.042	0.622
thiE	0.355	0.417
asnA	-0.108	0.84
rpmI	-0.143	0.25
ssb	-0.1	1.0
aceA	0.681	4.958e-06
rpsM	-0.109	0.255
rplX	-0.157	0.321
rplI	-0.028	0.58
trg	0.211	0.03
rbsD	0.297	0.091
metC	0.01	1.0
lepA	-0.064	1.0
speA	-0.048	0.943
nlpA	0.095	0.384
ispG	-0.35	1.0
nuoA	0.043	1.0
pifA	0.196	0.651
psd	0.247	1.0
gltI	0.317	2.704e-05
dapB	-0.126	0.285
groS	-0.056	0.647
metI	-0.1	0.92
serC	0.013	0.968
crr	0.279	0.009
purD	-0.185	0.398
livG	0.049	0.96
aceF	-0.113	0.438
sdhA	0.061	0.501
prfB	-0.124	0.51
thiM	-0.169	0.871
nuoG	0.02	0.927
bglA	0.161	0.613
atpC	0.109	0.502
secD	0.171	0.733
acrA	0.055	1.0
manX	0.17	0.36
tufA	0.008	0.945
fdx	-0.16	0.399
thrS	0.042	0.707
clpX	-0.089	0.755
fabB	0.072	0.558
slyD	-0.032	1.0
pifC	-0.116	0.868
secA	0.127	0.344
pyrG	-0.346	0.041
rpsI	-0.197	0.19
aldA	0.385	3.109e-15
sucD	-0.082	0.213
yuaY	0.225	0.123
hscA	-0.209	0.621
yfcZ	-1.964	0.149
ndpA	0.344	0.475
dcyD	-0.278	0.281
dppC	-0.157	0.706
wrbA	0.855	0.005
leuD	0.013	0.973
cusC	0.245	0.926
mdoG	-0.645	0.262
luxS	0.123	0.493
glpK	0.229	0.989
crp	0.212	0.053
rpoZ	-0.112	0.359
ppiC	-0.348	0.148
secB	-0.02	0.838
iscS	0.042	0.507
udp	0.223	0.452
grxB	-0.005	0.928
tyrS	0.011	0.89
yfiF	-0.879	0.135
hisF	0.189	0.578
mug	0.438	0.187
fliM	-0.342	0.199
slyB	0.067	0.85
dnaJ	0.398	0.648
glnA	-0.018	0.807
pflB	0.013	0.629
ycgR	0.045	0.901
fumA	0.09	0.439
kdpB	0.006	0.957
dacA	-1.972	0.012
hisH	0.327	0.217
rpsL	-0.064	0.511
araF	-1.019	0.187
gltB	-0.064	0.107
purF	0.231	0.401
galT	-0.063	0.785
folE	-0.011	0.874
fnr	0.734	0.084
atpD	0.034	0.358
ompF	0.389	3.222e-06
rplR	-0.292	0.219
pepN	0.062	0.7
aspC	-0.098	0.102
kdsA	-0.002	0.958
grxC	0.018	1.0
ilvC	-0.023	0.404
fis	-0.292	0.099
lacZ	0.121	0.0001822
glyS	-0.057	0.44
degQ	0.002	1.0
zipA	0.069	0.769
ptsH	0.089	0.847
asnB	-0.141	0.672
map	-0.309	0.693
minD	0.171	0.23
murE	0.021	1.0
serS	-0.003	0.943
codA	0.144	0.477
pheA	-0.185	0.642
leuB	0.019	1.0
sodA	-0.176	0.136
rpmC	-0.193	0.219
metH	0.192	0.447
traT	0.099	0.27
pth	0.078	1.0
katG	0.213	0.007
ybbN	-0.024	0.91
rpmA	0.036	0.829
lysC	-0.037	0.686
pyrD	-0.175	0.588
hfq	-0.471	0.11
glmS	-0.064	0.79
pal	-0.011	0.939
oxyR	-0.048	1.0
motB	0.106	1.0
speE	-0.364	0.318
eno	-0.23	0.021
cysC	0.127	0.735
efp	0.01	1.0
pyrH	0.294	0.288
rnb	-0.202	0.195
flgH	-0.512	0.263
cysD	-0.212	0.252
rplM	-0.14	0.195
prs	-0.053	0.574
cyaY	0.762	0.057
glnS	-0.068	0.338
upp	0.057	0.742
elaB	0.625	0.055
yjjK	-0.069	0.624
fabD	0.011	0.974
sucC	0.008	0.945
argE	-0.049	0.795
cysK	0.011	0.852
yliJ	0.549	0.411
ilvM	-0.51	0.245
rho	-0.072	0.43
atpH	-0.014	0.896
rplL	0.128	0.617
hemX	1.088	0.246
argT	0.546	5.858e-07
yfbU	-0.024	0.8
arnB	0.081	0.571
engA	0.168	1.0
purC	-0.126	0.254
yhgF	0.009	1.0
acpP	0.278	0.723
cysP	0.032	0.823
frmA	-0.187	0.426
ftsA	-0.246	0.568
ompA	0.118	0.071
hldD	-0.048	0.844
yifL	0.044	1.0
yeiP	-0.21	0.34
ahpC	0.199	0.188
apt	0.117	1.0
dnaK	-0.077	0.169
nuoB	-0.647	0.108
argC	-0.018	0.989
pyrC	0.125	0.829
ynjH	0.215	0.86
thiC	-0.182	0.265
manA	-0.036	0.802
ybeD	0.369	0.158
proS	-0.002	0.966
fabZ	-0.035	0.844
leuC	0.068	0.721
cheB	-0.005	1.0
gabD	2.046	0.072
trpB	-0.096	0.915
fadB	0.386	0.0006154
rpmB	-0.161	0.223
ndk	0.083	0.419
cysM	0.294	0.282
nfnB	0.363	0.248
rpsQ	-0.078	0.582
mtnN	0.018	0.934
dut	0.406	0.306
engB	-0.049	1.0
yifE	0.031	1.0
secY	-0.111	0.987
tpiA	-0.229	0.111
mukB	0.045	1.0
ileS	0.058	0.932
rplY	-0.102	0.456
yaeT	0.121	0.108
mprA	0.555	0.052
ybdH	-0.036	1.0
gapA	-0.086	0.062
rplE	-0.164	0.009
rpsU	-0.069	0.702
katE	0.769	0.08
pepQ	-0.108	0.781
stpA	-0.155	0.118
argG	-0.125	0.086
fabG	0.016	0.812
thrA	-0.071	0.183
pntB	-0.159	0.205
rplD	-0.048	0.689
clpB	0.257	0.108
ydfG	0.165	0.357
lptB	-0.051	0.647
tolB	0.048	0.879
malE	1.24	0.001
can	-0.039	0.546
pepB	0.035	0.745
rcsB	0.116	0.491
hisC	0.159	0.292
ybiT	0.425	0.241
aroG	-0.252	0.012
metL	0.191	0.585
ghrB	0.103	0.924
fliD	-0.15	0.036
alaS	-0.003	0.539
guaA	-0.146	0.338
thiF	0.113	0.633
fliF	-3.805	0.018
panD	-0.153	0.432
ilvE	0.046	0.679
phoP	0.076	1.0
ftsZ	-0.065	0.484
metN	-0.013	0.506
rpsO	-0.094	0.449
surA	0.024	0.792
rpmD	-0.239	0.197
rplW	0.109	0.497
ydeN	0.375	0.128
rpmG	-0.047	1.0
yfcB	0.036	1.0
yedE	0.216	0.478
mglB	0.328	9.08e-09
murA	-0.249	0.352
rplQ	-0.221	0.037
ftsE	-0.42	0.214
ihfA	0.209	0.056
nrdB	0.1	0.408
pepA	-0.016	0.827
rplT	-0.117	0.289
ispF	0.364	0.352
speB	0.01	1.0
adhE	0.058	0.706
sfcA	-0.257	0.75
pepP	0.022	1.0
yedF	0.414	0.483
purM	0.056	0.825
carB	-0.104	0.058
clpP	0.02	1.0
acs	0.368	1.71e-14
thiG	-0.088	0.95
tsr	-0.152	0.02
purU	-0.109	0.555
pdxB	0.003	0.855
fkpB	0.295	0.298
dppF	0.06	1.0
aroF	-0.13	0.669
guaB	0.005	0.489
metF	-0.096	0.331
yjcH	0.57	0.016
rraA	0.248	0.568
gcvP	-0.085	1.0
valS	-0.069	0.293
cspE	-0.061	0.598
fliI	-0.108	0.948
rplK	-0.087	0.35
ybgF	-0.191	0.653
aroA	-0.339	0.191
hslV	0.013	1.0
metG	-0.078	0.472
prfC	-0.484	0.156
artJ	-0.023	1.0
hldE	0.156	0.448
yjgD	0.025	1.0
metB	0.13	0.575
ihfB	0.339	0.337
cysJ	-0.098	0.375
ushA	-0.011	1.0
oppD	0.214	0.231
iscA	0.206	0.586
acnB	0.074	0.031
recA	-0.06	0.865
proA	-1.878	0.095
fabH	-0.117	1.0
yuaX	-0.204	0.442
purA	-0.03	0.438
rpoA	-0.034	0.468
galU	-0.07	0.633
livK	0.076	0.571
tap	0.029	0.591
ppiB	-0.106	0.999
flgK	-0.088	0.751
yhbS	0.395	0.162
ppiD	-0.032	0.941
ilvA	-0.052	0.51
oxaA	-0.039	1.0
ybiC	-0.153	0.518
kdgR	-0.203	0.45
yghZ	-0.012	1.0
pepD	-0.064	0.547
hisG	6.769e-05	0.885
metA	0.131	0.79
ahpF	-0.323	0.177
ybaB	0.041	1.0
cysE	0.035	1.0
yhjH	0.192	0.796
dppA	0.146	0.01
gltD	-0.072	0.608
uspF	0.664	0.012
ydgA	-0.252	0.374
rbsC	0.143	0.553
wzzB	-0.027	0.755
glmM	0.155	0.384
yhjE	1.943	0.018
pykA	0.069	0.598
yraP	0.313	0.328
yqjD	0.651	0.02
arnA	0.102	0.805
asd	-0.126	0.043
ftsY	-0.081	1.0
moeA	0.208	0.751
gltJ	-0.161	0.899
hisD	0.197	0.325
ybgI	-0.064	0.707
cysA	-0.161	0.685
dppD	0.088	0.657
putP	0.66	0.131
modA	0.086	0.995
sucA	-0.066	0.157
fliZ	-0.059	0.597
accC	0.264	0.043
infC	-0.074	0.525
pfkA	-0.099	0.551
rplJ	-0.201	0.14
fklB	-0.125	0.614
osmC	0.799	0.022
rpsB	-0.078	0.128
rpoD	-0.171	0.523
yfgM	0.027	0.643
ompX	-0.076	0.546
ppc	-0.26	0.003
pta	0.068	0.57
gpmI	-0.141	0.526
yjeI	0.216	0.157
ptsI	-0.117	0.522
damX	0.065	0.927
rpsH	-0.121	0.413
leuS	-0.13	0.199
mipA	-0.217	0.212
atpF	-0.025	0.801
fliA	-0.114	0.927
pgm	0.251	0.172
mglC	-0.051	1.0
gpmA	0.019	0.749
ydjA	-0.363	0.48
cyoB	-0.044	1.0
sdhB	-0.009	0.849
nuoF	-0.02	0.865
erpA	-0.059	0.695
elbB	0.097	0.674
metE	-0.217	2.057e-08
purK	-0.09	1.0
fbaB	-0.551	0.171
msrB	-0.038	0.679
argS	-0.317	0.103
solA	-0.138	0.47
hisJ	-0.093	0.21
yfeX	-0.123	0.624
hisS	-0.084	0.565
pheT	-0.021	0.495
ilvN	0.135	0.58
panB	-0.127	0.508
lon	-0.09	0.486
hflK	-0.027	0.443
dapA	0.591	0.106
nusG	-0.024	0.934
metK	-0.108	0.102
metQ	0.072	0.352
glyA	0.119	0.243
tsf	-0.108	0.169
pckA	0.253	0.002
