protein	log2FC	p-val
rpsA	-0.14	0.0007864
rplN	-0.305	0.486
galE	-1.098	9.285e-09
tyrB	1.014	0.026
moaC	0.865	0.049
rnb	-0.479	0.056
aroA	-1.177	0.007
rpmB	-0.132	0.481
sucD	1.555	0.0
trg	3.988	2.22e-16
deaD	-0.564	0.195
thrA	-0.482	1.328e-05
fis	-1.228	0.0003
pntB	-0.545	1.984e-05
zapB	0.066	0.857
artJ	-0.387	0.047
atpA	0.624	0.0
lptB	0.977	0.0001441
ybiS	-0.666	0.066
yuaX	2.192	0.00038
rpsQ	-0.232	0.937
damX	0.755	0.051
pepQ	1.084	0.006
galU	0.361	0.083
eno	-0.721	0.0
pdxJ	0.653	0.018
proS	0.234	0.021
rpsR	0.169	0.206
tolB	-0.015	0.92
degP	2.134	2.205e-11
hflC	0.924	0.01
hupA	0.855	8.216e-14
efp	-0.292	0.135
thiC	-0.07	0.528
fkpA	0.664	3.505e-05
murA	0.492	0.126
hsdM	0.422	0.344
gltX	-0.171	0.298
carA	-0.29	0.245
dnaJ	0.776	0.414
nfuA	0.356	0.137
fliG	2.138	0.00012
gltJ	2.241	0.00068
cysS	-0.403	0.506
yrbB	0.288	0.342
ffh	-0.149	0.893
pyrG	0.037	0.434
livF	0.502	0.208
dppB	1.59	0.009
slyD	0.599	0.022
clpP	0.272	0.168
rpiA	0.395	0.143
ompF	1.126	0.002
ndpA	-0.849	0.075
panC	0.812	0.002
argI	0.36	0.058
degQ	0.603	0.09
rplI	-0.204	0.015
purK	0.28	0.861
atpD	0.55	2.22e-16
panB	-0.099	0.637
thiF	0.384	0.055
purB	0.335	0.778
mukE	0.561	0.065
rpsF	-0.287	0.054
oppA	1.644	2.22e-16
mdoG	0.841	0.051
tyrS	0.394	0.021
rpmF	-0.247	0.028
cspC	-0.534	0.558
ilvG	0.151	0.396
pyrD	0.818	0.016
cysP	-0.16	0.178
dapB	-0.694	0.003
dnaK	0.351	7.27e-06
ilvB	1.146	0.0005867
cyoB	0.076	1.0
alaS	0.157	0.082
rpmI	-0.262	0.066
thrS	0.371	0.136
purR	0.029	0.888
kdpB	0.496	0.046
prfC	-0.201	0.807
pepN	1.398	0.002
grcA	-0.754	0.029
thiM	-0.136	0.838
rbsK	2.543	4.882e-05
hisJ	-0.809	0.0
glnH	2.187	0.00014
hemL	0.241	0.199
gcvP	0.16	0.745
mdh	0.599	0.0
rpsP	-0.178	0.323
rplY	-0.002	0.565
atpH	0.449	0.004
crl	-0.574	0.224
rpsD	-0.299	0.0005541
gmhA	0.877	0.035
galT	-0.337	1.0
yjgF	0.581	0.074
leuS	0.017	0.995
folD	-0.025	0.8
ftsZ	0.496	4.146e-05
aroK	-0.246	0.31
suhB	0.653	0.026
greA	0.658	0.024
prpB	3.635	0.00066
fadE	2.243	0.001
kdsB	-0.296	0.363
ackA	0.822	1.96e-10
metL	-0.55	0.427
cysA	-0.014	0.682
tktA	0.356	0.0008614
rplK	-0.146	0.357
yfgD	2.022	0.001
nusA	0.065	0.29
acrA	0.532	0.038
leuA	0.372	3.052e-05
can	0.14	0.316
metH	0.225	0.29
trxB	0.382	0.007
gsiB	3.424	0.002
serS	0.203	0.464
fabA	0.152	0.679
typA	-0.581	0.0001565
usg	0.459	0.203
ftnA	1.303	0.003
dnaN	0.778	0.037
yncE	-0.1	0.982
upp	-0.035	1.0
fabG	0.15	0.211
aceE	-0.111	0.03
elbB	0.862	0.0005
fliA	1.193	0.01
sodB	-0.272	0.065
gabT	1.945	0.001
clpB	1.038	1.346e-10
hisD	0.174	0.46
aer	2.317	7.564e-06
fadA	1.621	0.009
adhE	-0.211	0.128
ecnB	1.562	0.00014
pckA	2.165	8.568e-10
purF	-0.31	0.038
manZ	0.22	0.513
accA	0.044	0.662
metG	0.127	0.235
ydgA	-0.063	0.99
amn	1.064	0.025
nuoF	0.716	2.454e-07
rplM	-0.345	0.094
yeiP	-0.154	0.666
tap	2.569	0.0
rpsK	-0.29	0.002
trxA	-0.625	0.018
glnA	-0.629	1.179e-07
rpoC	0.272	4.378e-09
pmbA	-0.596	0.082
yajQ	-0.476	0.009
metQ	1.095	0.002
rpsT	-0.446	0.0002394
flgN	2.017	1.725e-07
ydeN	2.035	6.595e-05
skp	0.565	0.002
pgm	0.849	0.004
glyQ	0.313	0.234
ybbN	0.246	0.264
infA	-0.214	0.083
gltI	2.019	0.0
ybaB	0.249	0.181
ybeD	0.766	0.018
rplU	-0.293	0.068
metN	0.498	0.008
rplT	-0.368	0.329
hisC	0.158	0.335
rplB	-0.251	0.01
mglA	3.113	3.684e-06
cyoA	-0.101	0.742
aceF	-0.172	0.049
livK	-0.522	0.0001429
pykA	1.619	2.994e-11
yibN	0.162	0.131
cysD	-0.186	0.739
sthA	1.972	0.0002556
thiH	0.301	0.419
aroB	0.727	0.004
argH	-0.551	0.0002286
ilvA	0.114	0.117
proB	0.177	0.881
frmA	-0.116	0.673
leuD	0.049	0.607
pta	0.687	7.644e-07
fur	1.04	5.175e-06
stpA	-0.082	0.526
nrdA	-0.167	0.228
sdhA	1.007	0.0
secA	0.385	0.056
rpsG	-0.22	5.518e-05
ldhA	0.825	0.03
yaeT	0.677	0.004
fadD	2.068	2.434e-05
ydgH	0.766	3.848e-07
rplO	-0.068	0.636
purL	-0.095	0.301
fdx	-0.329	0.121
rpsM	-0.039	1.0
apt	0.835	0.671
yhgF	-0.526	0.227
lpp	0.967	4.318e-07
tsf	-0.225	0.0008274
yfdI	0.162	0.637
minD	0.728	0.0002398
uspA	0.967	7.227e-08
murE	0.206	0.186
yraP	0.849	0.028
elaB	2.99	2e-05
erpA	0.524	0.014
argC	-0.047	0.341
fumA	1.647	1.266e-09
argD	0.122	0.228
fabB	0.622	0.0003016
rplV	-0.131	0.077
yqjD	1.853	8e-05
secG	0.093	0.752
manX	0.541	0.666
cysI	-0.085	0.294
gltD	-0.559	7.084e-06
minE	0.078	1.0
aroG	-0.686	8.389e-07
lysS	-0.089	0.595
frr	-0.68	0.0004608
gltA	1.568	0.0
ygfZ	1.052	0.006
ileS	-0.192	0.603
aldA	3.851	0.0
hldD	0.092	1.0
galM	-0.273	0.003
rpoB	0.338	8.934e-10
galK	-0.534	0.0003614
sucB	0.783	5.103e-08
pepP	1.093	0.012
ppc	-0.308	0.018
cheA	2.322	0.0
asd	-0.267	0.005
sucC	1.561	0.0
ilvE	-0.341	0.123
yhdH	1.661	0.006
surA	0.187	0.689
pnp	0.571	1.652e-07
yhbY	0.713	0.032
pgi	-0.116	0.677
rplR	1.299	0.083
rpoZ	0.066	0.908
xthA	0.143	1.0
rbsB	2.683	3.539e-13
asnB	0.32	0.262
yidA	0.439	0.166
purT	0.021	1.0
yuaY	2.809	0.001
dppA	1.678	0.0
hisF	0.051	0.823
pepA	0.382	0.086
lacZ	1.941	0.0
nusG	0.376	0.039
polA	0.764	0.069
sucA	0.809	0.0
yecJ	0.571	0.179
trpD	-0.188	0.366
fabF	-0.229	0.239
ompA	-0.406	5.664e-08
acrB	0.111	1.0
trpA	-0.083	0.831
gpmA	0.241	0.15
secD	0.529	0.241
glmS	-0.099	0.152
metE	-0.937	0.0
modC	2.722	0.00086
hupB	1.89	2e-05
accD	0.103	0.632
yajC	-0.059	1.0
sstT	0.954	0.036
kdpC	0.122	0.432
guaC	0.648	0.473
acnA	1.796	5.969e-06
cspD	3.707	2e-05
hisS	0.127	0.265
ribH	-0.021	0.981
accB	0.197	0.351
fabH	0.039	1.0
proC	0.825	0.02
yceD	0.31	0.367
lon	0.418	0.0001408
argG	-0.769	5.202e-07
rpsE	-0.018	0.277
ychN	4.348	0.006
metB	0.838	0.002
rne	0.091	0.834
groS	0.761	0.026
aceA	4.147	6e-05
tsr	2.132	0.0
sspA	0.164	0.386
flgE	1.375	6.421e-05
emrA	0.53	0.191
rbsD	1.88	0.00014
yfcZ	0.235	1.0
yfgM	0.379	0.162
rpmE	-0.186	0.089
ydiJ	0.189	0.442
grxD	0.359	0.045
rho	0.034	0.737
ydfG	0.839	7.305e-05
hslU	0.261	0.154
rbsC	2.748	0.00076
trpB	0.11	0.233
yeaD	0.934	0.065
argE	-0.198	0.232
nifU	1.064	0.006
pepD	0.669	3.458e-05
metA	0.39	0.019
nuoG	0.49	0.007
lysC	0.205	0.007
fbaA	-0.194	0.13
prpD	2.938	0.001
argA	0.047	0.755
yhjE	1.19	0.043
yfgL	0.636	0.04
ydcW	1.945	0.002
crp	2.089	0.00064
yifL	0.417	0.17
map	-0.41	0.164
gltB	-0.779	0.0
hflX	0.624	0.171
dapD	-0.517	3.294e-06
ihfB	0.881	0.024
tpx	0.33	0.001
katG	2.011	0.0
arnA	0.087	1.0
cheY	1.721	3.032e-06
ahpF	-0.081	0.991
ydjN	-0.462	0.001
nmpC	0.628	0.0004359
prs	0.732	0.012
thiB	-0.144	0.458
tpiA	0.089	0.991
groL	0.785	0.0
acs	4.135	0.0
arnB	0.264	0.55
yjeI	1.033	0.001
rpsJ	-0.409	0.0006552
infB	0.058	0.617
rplJ	-0.225	0.061
rplX	0.045	1.0
fklB	0.083	0.645
nlpA	-0.172	0.201
rplA	-0.299	2.416e-06
thrC	-0.377	4.617e-07
tufA	0.051	0.686
glnS	0.007	0.881
hscA	0.568	0.175
rpsB	-0.285	0.0001233
yjjK	0.324	0.014
yhbJ	0.714	0.055
uspG	0.972	0.016
htpG	0.59	1.764e-06
rpmA	0.517	0.226
glyS	0.337	0.002
prlC	0.324	0.063
cysJ	-0.457	0.0007533
purM	-0.258	0.042
serA	-1.395	1.124e-10
fliC	2.987	0.0
fusA	-0.125	0.0004947
