protein	log2FC	p-val
rplY	-0.435	0.004
argI	0.073	0.574
nlpB	0.562	3.299e-06
leuS	-0.217	0.026
pdxK	0.129	0.99
eno	-0.514	1.077e-07
hldD	0.044	0.892
ghrA	0.295	0.361
nuoG	0.327	0.006
alaS	-0.015	0.993
rpsI	-0.44	0.0001897
ptsI	-0.98	4.278e-09
trpA	-0.847	3.488e-05
ytfP	0.117	1.0
yhjJ	-0.378	0.672
pifC	0.767	0.005
ybgF	-0.219	0.496
rbsD	1.83	2e-05
cspC	-0.494	0.0006194
ilvI	2.773	0.01
yeeX	-0.237	0.392
yifE	0.091	0.81
rpmI	-0.621	0.00036
serS	-0.017	0.296
acrB	0.166	0.504
lysC	0.294	0.0005876
leuA	0.105	0.402
gshB	0.684	0.007
aroA	-0.867	0.003
tyrB	0.319	0.062
tsx	-0.095	0.483
rplL	-0.252	0.321
arnB	0.19	0.158
accB	-0.006	1.0
pyrC	0.774	0.032
rbsB	3.31	0.0
metL	-0.27	0.638
thrS	-0.162	0.185
sucD	0.925	0.0
livG	0.266	0.222
deoC	0.367	0.448
sfcA	0.288	0.13
cysH	-0.131	0.801
nuoE	-0.474	0.327
ydjA	-0.056	1.0
sucB	0.417	0.014
ffh	-0.071	0.703
purR	0.336	0.061
rpsG	-0.426	4.172e-12
rplI	-0.412	4.781e-05
rpiA	0.807	0.024
speA	-0.187	0.728
frmA	0.103	0.828
dppC	0.263	0.608
cspD	2.11	4e-05
rcsB	0.217	0.456
atpC	0.337	0.103
lpxA	0.259	0.386
atpH	0.26	0.108
slyB	0.135	0.421
rraA	0.759	0.03
asd	-0.496	1.265e-06
leuC	0.06	0.36
yicC	0.44	0.224
dapB	-0.221	0.237
yajC	0.582	0.073
hslV	-0.023	1.0
sstT	2.634	0.026
rpoA	-0.013	0.737
yedE	1.391	0.009
damX	0.255	0.431
gpmA	0.132	0.389
yaeT	0.47	2.175e-05
deaD	-1.196	0.036
hflC	0.206	0.399
yedF	0.811	0.009
fis	-1.24	0.002
pheT	-0.063	0.058
skp	0.534	2.872e-05
fabD	0.056	0.603
yraP	1.17	0.007
borD	-0.929	0.001
ydfG	0.673	0.0004706
yagU	-0.981	0.016
ackA	0.177	0.052
ppiB	-0.068	0.935
dppA	1.342	0.0
oppA	1.204	0.0
ecnB	1.724	0.00048
prfC	-0.5	0.104
galM	0.942	0.023
tap	1.253	2.556e-13
crr	-0.252	0.008
ilvE	-0.324	0.0001542
rplU	-0.436	0.038
zapA	0.5	0.301
glnQ	1.291	0.049
argA	0.158	0.5
rplN	-0.468	9.387e-06
ybiC	0.36	0.035
ydjN	-0.213	0.146
cheA	1.006	0.0
rpsQ	-0.694	0.001
manA	0.262	0.61
murE	-0.244	0.46
rpsN	-0.256	0.119
tsf	-0.314	1.672e-05
yaiE	0.946	0.042
flgN	0.647	0.003
ssb	0.184	0.648
pykA	0.926	9.088e-10
putP	1.701	0.016
erpA	-0.123	0.345
typA	-0.434	2.131e-05
iciA	0.287	0.368
rpsO	0.009	1.0
yahO	1.737	0.014
aroB	0.859	0.015
gltA	1.196	0.0
stpA	-0.165	0.105
lpp	0.345	0.057
purU	-0.547	0.022
ppsA	0.726	2.462e-10
cheY	0.93	9.611e-08
ahpF	-0.058	0.906
seqA	0.289	0.746
argH	-0.705	8.473e-05
kdgR	0.315	0.185
pspA	0.931	0.028
thrA	-0.134	0.002
can	0.239	0.241
oxyR	0.314	0.158
moaC	1.005	0.022
serA	-0.889	4.694e-06
hslU	-0.033	0.55
cusA	-0.152	0.884
greA	0.104	0.739
hemX	0.988	0.165
glyS	-0.003	0.923
yjgD	-0.021	1.0
gltL	1.265	0.002
gdhA	-0.503	2.156e-13
fadB	2.395	9.975e-10
gyrB	-0.071	0.57
dcp	0.308	0.735
nfuA	0.242	0.254
rbsC	1.866	0.004
oxaA	-0.04	1.0
ybiT	0.208	1.0
rpmA	-0.43	0.028
elbB	0.757	0.002
rnb	-0.491	0.046
metQ	0.404	9.465e-09
nlpA	-0.152	0.245
yibN	-0.179	0.492
aroF	-0.404	0.428
fliC	0.788	0.0
nuoF	0.29	0.541
hns	0.632	1.451e-08
ychN	1.147	0.138
bglA	0.561	0.077
gabT	2.426	0.018
pgm	0.374	0.551
gcp	0.303	0.752
acs	2.616	0.0
msrB	0.497	0.053
purB	-0.227	0.214
gltD	-0.873	2.62e-12
yhcB	0.267	0.097
glmS	-0.382	0.004
grpE	-0.184	0.275
sspA	-0.116	0.32
yfgD	0.079	1.0
aspS	-0.073	0.288
ydiJ	-0.238	0.403
maeB	1.43	3.09e-10
gltJ	1.191	0.017
secY	-0.51	0.212
sopB	0.423	0.198
nadE	0.119	0.491
icd	0.587	0.0
aceA	1.555	2.537e-10
grxB	0.641	0.23
asnS	-0.327	0.001
flgE	1.06	0.000268
sthA	1.413	1.065e-09
proS	-0.136	0.169
minD	0.437	0.018
rbfA	-0.12	0.437
pflB	0.481	5.159e-08
degP	1.36	3.515e-08
def	0.406	0.575
metH	-0.126	0.61
cysJ	-0.592	5.961e-06
folE	-0.379	0.071
glnB	0.143	0.489
dksA	0.422	0.027
yhjH	0.68	0.035
ydgA	-0.37	0.413
dapD	-0.347	9.204e-05
glpK	4.073	9.132e-06
grxC	0.609	0.019
yjjK	0.019	0.885
ygfY	0.142	0.806
uxuB	0.561	0.46
metI	0.293	0.357
rplO	-0.481	0.00082
pepA	0.946	0.0005796
yjgF	0.633	0.255
ahpC	0.497	2e-09
glk	0.69	0.008
trg	2.537	0.0
ybgI	0.6	0.001
pheA	-0.038	0.955
yfcB	1.042	0.025
metB	0.184	0.274
lptB	0.55	0.079
ndk	0.644	1.834e-13
lysS	-0.309	0.016
phoP	0.292	0.375
ndpA	0.305	0.754
rplA	-0.453	1.805e-09
purL	-0.166	0.034
aroG	-0.96	3.431e-07
yraL	0.214	0.922
thiE	3.293	0.284
ftsA	0.605	0.137
gpmI	-0.499	0.037
nifU	0.214	0.512
livK	-0.066	0.239
apt	-0.13	0.583
livJ	0.85	0.0
nfnB	1.568	0.213
kdsC	0.106	1.0
nusA	0.002	0.767
ihfA	0.688	5.986e-05
ygiM	1.394	0.005
ppa	-0.115	0.081
aspC	0.335	4.269e-08
cysS	-0.394	0.978
pykF	-0.821	5.338e-05
trxA	0.314	0.001
ppc	-0.205	0.004
pepP	0.747	0.003
thiJ	0.295	0.772
htpG	0.08	0.459
kdsA	0.218	0.111
rplE	-0.469	1.51e-14
ftsY	-0.033	1.0
purF	-0.538	0.005
yfgM	0.291	0.388
glnS	-0.146	0.318
pth	0.606	0.147
gmhA	0.581	0.086
pyrD	-0.402	0.118
crp	0.624	0.015
yaeH	0.801	0.112
flgK	1.198	0.008
tolC	0.211	0.126
serC	-0.152	0.104
ompF	1.22	2.269e-13
nagB	0.686	0.109
yfiO	0.045	0.487
yhbY	0.093	1.0
nuoA	1.048	0.029
ybeD	0.401	0.087
accA	0.092	0.201
ilvC	-0.214	0.0002053
cspE	0.051	1.0
aldA	2.621	0.0
yfiF	-0.643	0.251
nusG	0.153	0.199
yajG	0.202	0.275
purH	-0.286	0.027
uspA	0.906	1.659e-05
wrbA	1.653	0.022
argC	-0.216	0.515
thiF	-0.026	0.955
groS	0.272	0.027
yceI	0.142	0.798
sdhB	0.612	9.284e-11
glyA	-0.226	0.004
cysN	-0.89	2.93e-08
dnaN	0.277	0.548
fkpA	0.438	0.004
ghrB	0.516	0.026
ydhR	1.306	0.018
mdh	0.587	0.0
minE	0.459	0.066
fliI	0.807	0.119
rpsC	-0.435	1.422e-05
hisG	0.004	0.993
upp	-0.33	0.012
rplM	-0.492	0.0002843
hisH	0.516	0.022
glyQ	0.058	0.766
ybeZ	0.04	1.0
fusA	-0.222	1.96e-07
aer	1.416	0.005
melA	1.952	0.00016
rpsM	-0.42	1.95e-05
bcp	0.292	0.016
rpsS	-0.44	0.002
mug	0.802	0.051
yjcZ	1.725	0.0001111
accD	0.344	0.053
sdhA	0.624	2.522e-13
secB	0.43	0.005
rplD	-0.554	5.506e-07
uspF	1.485	0.002
wzzB	-0.255	0.377
rpsU	-0.58	0.0001714
cmk	-0.864	0.086
rbsK	1.736	4.62e-10
mtnN	0.196	0.566
rplW	-0.279	0.153
lpdA	0.443	7.246e-09
mrp	0.341	0.506
ompX	-0.913	1.375e-05
gltB	-0.771	0.0
arcA	0.703	8.744e-07
fabZ	0.027	0.775
clpX	0.098	0.48
thiD	-0.099	1.0
rpsJ	-0.468	1.015e-05
pepN	0.631	0.007
ilvD	-0.122	0.229
prlC	0.167	0.499
thiC	-0.204	0.596
thiM	-0.206	0.702
qor	1.111	0.018
cstA	3.636	0.00028
rplB	-0.494	1.645e-09
galE	0.018	0.951
gltI	1.624	0.0
hisC	0.327	0.021
moeA	5.113	0.18
secG	-0.515	0.103
rpsE	-0.4	1.671e-05
rpoC	0.092	0.064
aceE	-0.343	2.16e-09
dnaK	-0.094	0.2
argT	1.622	6.366e-13
guaA	-0.801	1.514e-05
sucA	0.284	6.738e-08
aroK	0.078	0.742
yfcZ	-1.222	0.017
ybbN	0.288	0.315
ydgH	0.707	0.0004559
dut	-0.163	0.959
ilvM	-0.004	1.0
efp	-0.1	0.781
atpA	0.443	1.465e-14
prs	-0.03	0.94
thiG	0.181	0.133
leuD	0.114	0.765
clpP	0.203	0.404
lon	0.151	0.092
osmE	1.275	0.005
cysD	-0.855	0.0005023
rpmC	-0.462	0.0009892
lrp	0.237	0.071
rplV	-0.408	1.097e-09
rpoB	0.057	0.243
pckA	2.167	8.882e-16
ileS	0.133	0.97
ycdY	0.649	0.166
moaB	-0.462	0.106
yniC	1.083	0.028
trpE	-0.755	0.077
pepB	0.685	8.738e-05
cysI	-0.503	2.443e-05
ompA	-0.066	0.263
cysA	-0.321	0.24
rplP	-0.451	4.676e-06
hslO	-1.438	0.006
dapA	0.286	0.139
kdsB	-0.106	0.297
glnH	1.735	9.37e-14
fliY	0.488	0.0008784
ycgR	0.955	9.768e-05
purA	-0.525	3.778e-05
adk	-0.29	0.14
trpD	-0.664	0.028
ftsZ	0.007	0.916
trpB	-0.91	0.017
nuoB	0.335	0.235
yqjD	0.726	0.006
pgk	0.043	0.365
engB	0.482	0.123
rbsA	1.717	6.013e-13
fabB	0.601	0.001
gcvP	0.773	0.054
acnB	1.219	0.0
bfr	0.456	0.084
leuB	0.115	0.389
prfB	-0.081	0.776
fliF	1.22	0.004
tolB	0.183	0.372
gst	1.107	0.013
atpF	0.186	0.099
cysK	-0.024	0.947
livF	0.01	1.0
rpmG	-0.495	0.014
hisJ	0.028	0.711
ftnA	0.952	0.059
artJ	-0.083	0.63
rpsB	-0.403	6.646e-07
infC	-0.152	0.094
iscR	0.49	0.002
potD	0.218	0.082
asnB	0.345	0.156
carB	-0.481	6.253e-10
fabI	-0.262	0.012
rpmF	-0.511	0.013
fliA	0.548	0.118
argG	-0.716	6.232e-06
zwf	0.148	0.431
rplF	-0.299	0.0003679
pntB	-0.173	0.058
rpsP	-0.322	0.087
pal	-0.212	0.022
purT	-0.329	0.094
sodB	0.733	1.516e-07
argD	-0.005	0.677
acrA	0.487	0.143
hupA	0.522	1.03e-05
yeaD	-0.131	0.783
katE	1.731	0.025
codA	-0.482	0.079
recA	0.632	0.094
fumC	0.562	0.257
murA	-0.121	0.597
fabG	-0.007	0.76
nuoC	0.449	0.000269
ompT	0.34	0.0007648
ubiE	0.889	0.123
engD	-0.435	0.027
ybdH	0.695	0.074
cysC	-0.646	0.044
artI	0.493	0.099
tsr	0.613	1.858e-11
crl	0.03	1.0
glmM	0.31	0.095
surA	0.059	0.577
gpt	-0.486	0.225
mreB	0.05	0.675
trxB	0.228	0.244
yeiP	-0.155	0.716
rplC	-0.402	0.003
mukE	0.078	1.0
hisP	0.081	1.0
lacZ	4.786	0.0
traT	0.687	7.796e-05
arnA	-0.26	0.205
psd	0.496	0.083
zapB	-0.02	1.0
gnd	0.266	0.0002127
cheZ	0.717	3.096e-07
nrdB	-0.3	0.321
argE	-0.423	0.005
rpsF	-0.432	0.0007192
fbaA	-0.066	0.264
speD	-0.442	0.147
rplQ	-0.995	0.002
fliM	1.711	1.0
infB	0.131	0.148
rpmD	-0.417	0.001
ilvG	-0.021	0.808
dnaJ	-0.636	0.311
rplS	-0.495	0.0009931
hldE	0.372	0.068
rne	0.189	0.154
fadA	1.878	5.18e-05
pyrG	-0.727	2.583e-05
ygdH	1.154	0.01
btuR	0.934	0.026
folX	-0.373	0.625
carA	-0.562	3.004e-07
hisS	0.07	0.437
pmbA	-0.029	1.0
degQ	1.075	0.028
yhjE	0.165	0.934
gltX	-0.079	0.992
thiB	-0.1	1.0
sodA	-0.407	0.023
pqqL	0.055	1.0
pta	0.221	0.417
cyaY	0.558	0.111
purC	0.143	0.405
lysA	-0.065	1.0
metG	-0.06	0.669
ygfZ	0.313	0.143
rpsH	-0.334	0.011
glnA	-0.471	3.961e-05
rplK	-0.571	7.186e-06
metF	-0.192	0.13
hinT	0.558	0.007
accC	0.141	0.53
metE	-0.964	0.0
