protein	log2FC	p-val
secA	-0.137	0.387
proQ	0.273	0.322
bfr	0.243	0.361
cysJ	-0.226	0.006
aspS	0.011	0.858
rcsF	0.31	0.301
argS	-0.222	0.09
pfkA	0.065	0.654
pykF	-0.167	0.124
atpA	-0.132	0.028
aroK	-0.276	0.339
ydfG	0.047	0.912
purT	-0.436	0.049
dapA	0.06	0.749
map	-0.018	1.0
yhbS	0.401	0.304
proA	0.413	0.431
accA	-0.069	0.589
mdh	0.108	0.022
mukE	-0.039	1.0
hslO	-0.212	0.474
thiM	-0.105	1.0
yfgL	0.08	0.733
grxB	0.711	0.033
rpsL	-0.114	0.566
fis	-0.82	0.003
pepB	-0.145	0.327
leuB	0.121	0.16
arnB	0.063	0.571
cyaY	-0.429	0.276
rpsR	-0.519	0.041
nrdB	0.226	0.445
seqA	-1.146	0.105
nlpB	0.05	0.577
amn	1.01	0.08
iscA	-1.02	0.137
crl	-0.115	0.832
ndk	-0.432	1.3e-05
cheZ	-0.936	0.002
fabF	-0.023	0.988
cirA	-0.224	0.699
pgm	0.154	0.403
gpmI	0.035	0.778
dcrB	0.105	0.836
ompA	0.129	0.035
clpA	0.132	0.728
pheT	-0.027	0.762
murA	-0.109	0.512
gst	0.332	0.099
crr	0.065	0.605
carA	0.059	0.555
gshA	0.353	0.237
deoC	1.685	0.053
valS	-0.047	0.499
gcvP	0.244	0.376
btuR	0.098	0.814
rpoD	0.064	0.61
glgA	0.282	0.318
ffh	-0.033	0.99
tolC	-0.151	0.209
recA	0.05	0.789
tdk	0.598	0.261
can	0.124	0.174
rpsD	-0.252	0.003
pdxB	-0.093	0.858
sucD	-0.111	0.12
tas	0.618	0.245
ynfB	-0.023	1.0
yqjD	0.392	0.28
sodB	0.037	0.694
kdsB	-0.063	0.926
glpQ	0.193	0.554
rbsD	-0.189	0.594
lpp	-0.248	0.054
speB	0.278	0.445
ppiD	-0.056	1.0
yjjK	-0.028	0.883
rpsP	0.296	0.204
adk	0.223	0.189
fadB	0.126	0.732
yhjJ	0.24	0.71
rbsA	0.026	0.896
pepA	0.103	0.994
hisI	0.004	1.0
sodA	-0.101	0.448
pepP	0.042	0.785
ompF	-0.046	0.997
hisG	0.153	0.048
ydjN	-0.132	0.367
ilvI	0.205	0.388
pspA	-0.101	0.993
pyrD	-0.035	0.887
hemL	-0.202	0.118
fabZ	-0.005	0.939
tufA	-0.178	0.0003167
nuoF	0.012	0.861
ilvB	-0.024	0.989
purE	0.068	1.0
mtlD	0.455	0.193
typA	0.082	0.429
cysS	0.075	0.76
rplP	-0.167	0.162
metH	0.126	0.711
adhE	0.178	0.066
rpsH	-0.056	0.841
tktA	-0.078	0.23
asnB	0.173	0.128
glmS	-0.212	0.265
fabD	-0.105	0.237
trpA	0.07	0.533
rplJ	-0.218	0.15
glmM	0.067	1.0
cusA	-0.127	1.0
rplQ	0.111	0.54
sdhA	-0.11	0.199
tyrB	-0.103	0.879
pflB	0.079	0.172
rplC	-0.395	0.006
hflC	0.097	0.371
argC	0.174	0.342
ppa	0.038	0.872
clpX	0.051	0.923
aceE	0.205	0.0003849
corC	0.025	0.998
srmB	0.309	0.28
gltB	-0.411	5.444e-11
htpG	-0.161	0.09
thiG	-0.075	0.681
rcsB	0.171	0.356
minE	0.041	0.672
tolB	-0.095	0.456
hisP	0.097	0.802
sfcA	-0.116	0.631
grxC	0.177	0.253
aldA	-0.138	0.044
ycaC	0.331	0.425
acnA	0.402	0.033
yeiP	-0.22	0.51
rplS	-0.228	0.315
purU	-0.098	0.603
lysC	0.335	1.591e-07
rpoC	0.025	0.621
accB	0.01	1.0
pmbA	0.072	0.561
eno	0.003	0.702
pntB	0.05	0.574
ftsY	0.154	0.684
fliD	-0.971	0.013
gltI	0.047	0.558
rbsK	-0.11	0.775
gltA	0.133	0.014
moeA	-0.053	1.0
trpB	-0.273	0.477
hupB	0.001	0.959
glpD	0.167	0.375
cysI	-0.192	0.096
hldD	0.002	1.0
ihfA	0.34	0.002
ilvM	0.049	1.0
yahK	0.486	0.035
pheS	0.131	0.381
yceI	0.575	0.096
argI	0.446	0.005
glnH	-0.071	0.384
oxaA	-0.275	0.174
lpdA	0.094	0.195
skp	0.179	0.113
tpx	-0.071	0.606
ssb	-0.025	0.836
rpe	0.259	0.629
degQ	0.009	0.719
thiJ	0.469	0.229
nuoC	0.024	0.803
yhgF	-0.697	0.308
yifE	0.085	0.676
dapD	0.006	0.588
pgi	0.065	0.634
yfcZ	0.159	0.672
purC	-0.188	0.095
pepD	0.1	0.295
rpmE	-0.12	0.446
cyoA	0.031	0.847
ubiE	-0.089	0.601
nifU	-0.097	0.88
rplM	-0.268	0.235
cheW	-1.068	0.016
purL	-0.096	0.318
pal	-0.096	0.41
yihD	0.149	0.763
rpsQ	0.005	1.0
ldhA	0.08	0.561
yncE	-0.088	0.532
dut	-0.017	0.845
yicC	0.278	0.37
thrC	0.113	0.093
topA	-0.32	0.375
nadE	0.245	0.155
rplT	-0.086	0.739
damX	0.055	0.896
flgN	-1.348	0.0006455
argG	0.21	0.019
ycgR	-1.113	0.012
uspE	0.317	0.1
yhbJ	0.137	0.691
tetR	-0.205	0.773
yceH	0.873	0.03
ilvG	-0.009	0.895
ilvD	-0.021	0.48
glyA	-0.008	0.999
cstA	-0.216	0.66
fabB	0.079	0.303
aceB	0.248	0.418
gshB	0.291	0.355
ybiC	0.067	0.631
htpX	-0.222	0.443
galU	0.067	0.694
tap	-0.629	0.0004703
serS	-0.023	0.86
grxD	0.108	0.382
ahpC	0.062	0.424
atpH	-0.076	0.847
ybgF	-0.02	1.0
ileS	0.122	0.365
trg	-0.299	0.345
upp	-0.202	0.201
yuaY	0.094	0.914
fhuA	-0.229	0.357
fkpA	0.088	0.605
cpxR	0.006	1.0
acpP	-0.225	0.52
fre	-0.606	0.105
ycaO	-0.316	0.323
nusG	-0.082	0.931
aceA	0.236	0.207
rpsS	-0.059	0.36
slyB	0.156	0.398
yahO	0.887	0.019
rne	-0.131	0.707
tsf	0.013	0.903
rpsJ	-0.056	0.615
atpC	-0.206	0.478
hinT	0.118	0.622
purM	-0.317	0.007
engA	0.306	0.315
gnd	0.233	0.0001034
speD	0.11	0.742
tig	-0.144	0.015
dhaK	0.536	0.147
deoD	0.1	0.638
ppc	0.174	0.0005776
zapB	-0.074	0.685
secD	-0.202	0.4
pta	0.111	0.426
nagB	0.201	0.757
yhcB	-0.175	0.337
metL	0.084	0.97
hisD	0.037	0.994
eda	0.1	0.43
panD	-0.197	0.256
ppiC	-0.18	0.761
rplV	-0.176	0.062
fliA	-0.532	0.156
gcd	-1.199	1.0
rdgB	-0.344	0.316
rplO	-0.282	0.024
hldE	-0.293	0.341
icd	-0.073	0.117
ilvC	-0.3	3.258e-05
ompT	-0.138	0.372
rplN	-0.329	0.044
rplY	-0.045	0.286
pth	-0.338	1.0
nfuA	0.119	0.478
fliY	0.065	0.757
slyA	-0.017	1.0
acnB	-0.033	0.453
rplU	0.406	0.335
cusB	0.067	1.0
cusR	0.016	0.958
rpmC	-0.106	0.399
artJ	0.195	0.049
leuS	-0.051	0.425
motA	-0.968	0.057
tsx	-0.119	0.821
talB	-0.126	0.123
yfeX	0.026	0.948
gabT	0.621	0.087
ycfD	0.036	1.0
cheA	-1.068	1.131e-05
sopA	0.322	0.506
clpB	0.148	0.104
rplR	-0.218	0.181
yfgM	0.014	1.0
argH	0.226	0.113
yjhC	-0.26	1.0
sthA	-0.275	0.627
ytfP	0.241	0.547
cspC	-0.064	0.577
ydgA	0.32	0.107
pepN	0.101	0.609
yrbD	-0.049	0.693
rng	0.269	0.996
cheY	-0.781	0.006
mug	0.8	0.042
panC	0.225	0.304
argE	0.268	0.01
ybiS	-0.022	1.0
lacI	0.194	0.321
rpmA	-0.157	0.719
nfnB	0.055	1.0
rpsB	-0.226	0.0007344
yhbY	-0.01	0.915
livJ	0.171	0.033
ydiJ	-0.059	0.452
ybaB	0.1	0.784
nadB	0.373	0.585
gyrB	-0.004	0.636
grcA	0.024	1.0
livG	-0.315	0.145
speA	0.158	0.144
potD	-0.05	0.665
metF	-0.03	0.882
atpF	-0.168	0.183
copA	-0.104	0.634
cspD	0.015	1.0
dld	0.006	0.952
mglA	0.291	0.866
def	-1.614	0.227
aceF	0.23	0.003
rpsE	-0.188	0.014
udp	0.324	0.079
sucA	-0.07	0.122
hisH	0.291	0.168
potF	0.153	0.408
thiF	0.121	0.545
dacA	0.039	0.915
cysK	-0.058	0.193
dsbA	-0.264	0.292
glyQ	-0.177	0.944
fldA	0.473	0.134
purB	0.078	0.552
sufC	0.07	1.0
rpsT	-0.22	0.068
sucC	-0.119	0.288
rpsM	-0.206	0.037
tar	-0.322	0.007
trxB	0.042	0.907
mipA	0.099	0.841
trpD	-0.343	0.298
bioB	-0.1	1.0
rplL	-0.131	0.427
gyrA	0.19	0.113
manX	0.223	0.4
ygdH	0.345	0.337
secB	-0.062	0.996
hisB	0.22	0.058
purH	-0.209	0.061
ribH	0.015	0.907
ilvE	0.137	0.028
fumA	-0.124	0.59
elaB	0.56	0.025
greA	0.048	0.535
prs	-0.033	0.749
yajQ	-0.165	0.396
alaS	-0.138	0.148
gmhA	0.194	0.486
yfiF	0.231	0.146
gltD	-0.302	0.126
katG	0.168	0.023
metG	0.091	0.562
lon	0.329	0.023
metK	0.148	0.008
rpsA	-0.145	0.008
