protein	log2FC	p-val
lacA	-0.477	0.588
purF	-0.264	0.065
rpoZ	-0.189	0.45
pckA	-0.533	0.0007297
pssA	0.473	0.19
ilvH	-0.11	0.994
pntA	0.69	9.051e-10
kdgR	-0.098	0.757
katG	0.432	3.885e-05
rho	-0.145	0.545
hupA	0.304	0.005
grxD	0.265	0.107
dld	0.24	0.241
atpA	-0.022	0.499
argE	0.128	0.289
manZ	0.567	0.169
thiG	0.269	0.13
kdsA	-0.086	0.619
pyrG	-0.248	0.017
fbp	0.112	0.978
ybdH	0.252	0.75
clpA	0.336	0.207
ycdY	0.319	0.52
fabG	0.003	0.812
ygiF	0.45	0.226
purB	-0.108	0.42
rpsM	-0.261	0.007
pflB	0.22	0.007
gshB	0.18	0.877
ribH	-0.264	0.079
tktA	-0.168	0.254
hisB	0.731	4.204e-08
fkpA	-0.274	0.021
flgN	-2.315	1.163e-06
trpE	-2.051	0.004
yjeI	0.692	0.022
hisC	0.811	5.78e-09
yihI	-0.314	0.229
yqjD	1.422	0.003
nuoC	-0.151	0.075
purD	0.024	0.982
fdx	-0.119	0.599
rbfA	-0.117	1.0
rpoC	0.062	0.476
yhfA	0.207	0.513
tsf	-0.29	2.021e-05
hldD	-0.025	0.904
purM	-0.207	0.073
nusG	0.018	0.978
yfcZ	-0.529	0.073
yahK	1.42	0.004
rpsA	-0.212	4.515e-07
rpsB	-0.303	2.065e-06
rplQ	-0.237	0.127
glyS	-0.148	0.202
yidA	0.229	0.318
glpK	0.055	0.272
rbsD	-0.476	1.0
lpp	0.094	0.513
yhjJ	-0.082	1.0
gltL	-0.378	0.214
copA	0.334	0.046
rplI	-0.271	0.001
secB	0.048	0.815
tsx	-0.25	0.34
dcyD	-0.116	0.665
secA	-0.199	0.305
cysC	-0.599	0.034
ppiB	1.11	0.019
yfbQ	-1.525	0.037
rdgB	-0.479	0.146
ybgI	0.561	0.011
arnB	0.288	0.056
fumA	-0.157	0.24
pyrC	0.619	0.09
ppc	0.766	0.0
cysD	-0.779	0.017
trpB	-0.571	0.077
elaB	1.899	0.002
yicC	0.214	0.792
groL	-0.093	0.085
hisI	0.445	0.259
rplM	-0.238	0.184
gcvP	-0.043	0.828
mukB	-0.128	0.747
rpsU	-0.328	0.008
rffA	-0.188	0.718
atpH	0.038	0.663
ftnA	0.027	1.0
ftsZ	0.203	0.201
gltX	0.178	0.168
rbsB	-0.507	8.191e-09
ydiJ	-0.1	0.849
slyA	0.575	0.086
gltJ	0.116	1.0
thrC	0.279	1.973e-06
fadB	0.068	0.891
argT	0.642	0.002
apt	-0.119	0.414
rpe	0.154	0.675
valS	-0.105	0.247
prfC	-0.235	0.471
argC	0.497	0.002
flgK	-0.862	0.015
grcA	0.109	0.659
efp	-0.426	0.022
cheW	-1.46	0.001
glnB	-0.002	1.0
glk	-0.504	0.144
ispF	-0.442	0.806
modA	-0.764	0.02
pepQ	0.255	0.218
thiB	0.043	0.872
ybiT	-0.1	0.821
acrB	0.373	0.141
proC	-0.275	0.891
thrS	-0.111	0.493
ppa	-0.168	0.167
erpA	0.011	1.0
proQ	-0.332	0.265
fliF	-1.741	0.011
rsgA	0.38	0.281
yqgE	0.16	0.697
aroG	0.16	0.051
lacZ	-1.163	2.085e-07
pepB	0.002	0.728
bfr	1.137	0.028
yjgF	-0.29	0.307
usg	0.003	1.0
metG	0.136	0.291
ppsA	-0.06	0.457
yncE	0.119	0.244
eda	0.18	0.263
sufC	0.006	1.0
tsr	-1.797	0.0
elbB	-0.081	0.757
carA	-0.127	0.076
guaC	0.575	0.075
cheA	-1.862	0.0
motA	-0.91	0.042
surA	0.222	0.157
yrbD	0.074	1.0
tar	-1.202	0.0
hflX	0.186	0.553
rcsF	0.753	0.171
oppA	0.482	2.165e-07
gltD	-1.437	0.0
flgL	-1.499	0.0006415
yibN	-0.26	0.149
asnB	0.825	1.887e-06
ybbN	0.109	1.0
trxB	0.281	0.009
yraL	-0.368	0.296
gltA	0.194	0.0003442
argH	0.658	0.003
codA	-0.514	0.171
cirA	-0.994	0.128
htpX	0.395	0.165
icd	0.242	4.604e-08
trxA	0.186	0.036
folE	0.153	0.368
acpP	0.053	0.85
rraA	0.444	0.125
clpP	-0.008	1.0
fabH	0.127	0.322
minE	0.503	0.039
cysI	-0.511	1.981e-07
prs	-0.156	0.081
gpmI	-0.074	0.606
ahpC	0.209	9.966e-05
fldA	-0.465	0.055
cspE	-0.417	0.021
livK	-0.765	4.623e-10
yhbY	-0.311	0.119
accD	0.044	0.91
yhbS	0.249	0.769
rpsO	-0.305	0.103
purR	-0.202	0.765
argA	0.174	0.322
rpsF	-0.377	0.002
sdhB	-0.29	0.003
glmM	-0.202	0.393
gyrA	-0.155	0.414
atpD	-0.006	0.916
yhjH	-2.637	0.002
nadE	0.585	5.42e-05
trxC	-0.023	1.0
pifC	-0.291	0.275
nlpB	0.22	0.117
ygiB	0.11	1.0
mscS	0.56	0.093
talB	-0.005	0.991
hldE	0.06	1.0
livG	-0.494	0.075
clpB	0.226	0.015
cheY	-1.008	0.0003115
proB	0.073	0.697
can	0.234	0.064
nusA	-0.026	0.462
ihfA	0.248	0.026
rplD	-0.483	3.938e-05
luxS	0.503	0.012
yrbF	0.021	1.0
mipA	0.1	0.838
aer	-2.089	0.005
udp	0.56	0.08
folP	-0.438	0.229
gsiB	0.973	0.048
rplL	-0.309	0.057
arnA	0.271	0.076
ompA	0.451	2.471e-09
sucA	-0.291	2.273e-07
atpF	0.009	0.796
gcp	-0.272	0.7
cusC	0.024	0.588
yggX	-0.043	0.892
rpsI	-0.38	0.003
polA	0.418	1.0
ybcJ	-0.378	0.372
wrbA	1.613	3.046e-05
trmJ	-0.147	0.613
rpoN	-0.127	0.911
ileS	-0.007	0.792
yuaX	0.083	0.866
gcvT	-0.214	0.478
ilvN	0.234	0.219
atpC	0.09	0.552
tolB	0.172	0.275
hflC	0.213	0.294
rplS	-0.236	0.174
fliG	-1.629	0.0002931
carB	0.01	0.774
pheA	0.651	0.075
flgG	-1.813	0.009
rplR	-0.301	0.203
engD	-0.329	0.039
pspA	0.089	1.0
tetR	-0.002	1.0
rplN	-0.199	0.073
tap	-1.201	6.014e-12
hisG	0.656	4.898e-09
mreB	-0.062	0.625
rne	-0.219	0.136
ecnB	2.627	2e-05
osmE	0.537	0.657
dapD	0.747	1.286e-11
yfgD	0.208	0.854
rpsH	-0.219	0.062
melA	-0.754	0.029
rbsA	-0.206	0.274
cysB	0.171	0.847
dapB	1.514	2.548e-11
hisA	0.891	0.008
pta	-0.036	0.85
mdoG	0.113	0.87
yggE	0.547	0.118
rplC	-0.135	0.179
asd	1.369	0.0
ilvA	0.43	1.39e-08
mtnN	0.12	0.244
exbB	-0.817	0.059
rpmH	-0.063	1.0
pncB	0.526	0.261
ydgA	0.492	0.11
moeA	0.072	1.0
metH	0.193	0.071
mdh	0.349	4.764e-11
cysJ	-0.463	9.244e-06
damX	0.152	0.437
srmB	-0.237	0.441
pykA	0.05	0.855
rpsE	-0.284	0.032
thrB	0.56	0.032
ydjN	0.316	0.344
ghrB	0.619	0.0004789
hisJ	0.064	0.194
panC	0.254	0.664
ilvB	0.167	0.128
hemB	-0.768	0.079
ppiD	0.042	0.952
topA	0.295	0.234
mtfA	0.015	0.992
yfgL	0.035	0.895
lpxA	0.069	1.0
ybgF	0.079	0.782
argS	0.121	0.701
hflK	-0.059	0.815
mqo	-0.952	0.063
rpsP	0.273	1.0
cysE	0.165	0.663
trg	-1.398	9.039e-06
fhuA	0.715	0.633
cusR	0.123	0.66
rplA	-0.331	1.118e-05
iscS	0.233	0.069
hslO	-0.272	0.329
hslV	-0.056	0.85
ydfG	0.154	0.28
alaS	0.037	0.9
ftsE	-0.156	0.784
ackA	0.001	0.988
trpD	-0.572	0.063
oxyR	0.366	0.042
glpD	-0.039	0.766
iscA	0.04	1.0
ybaB	-0.206	0.509
rpsD	-0.242	0.0005317
rpoA	-0.04	0.533
glmU	-0.198	0.512
flu	0.097	0.99
yibL	0.256	0.682
frr	-0.01	1.0
corC	-0.261	0.403
dnaK	-0.097	0.198
metQ	-0.023	0.912
arcA	-0.047	0.884
pmbA	0.012	0.941
cysK	0.0003481	0.556
rpsS	-0.287	0.021
xthA	0.002	1.0
putP	-0.000255	1.0
pheS	0.0007535	0.695
cspD	-0.025	1.0
ffh	0.013	0.981
rcsB	-0.037	1.0
serC	0.578	1.548e-10
nuoF	-0.162	0.45
ybiC	0.292	0.02
aldA	-0.345	7.422e-05
sucC	-0.32	0.0008768
engA	-0.139	0.599
fabI	-0.094	0.233
gor	0.324	0.258
kdpB	-0.267	0.095
yfcB	0.421	0.113
sucD	-0.375	4.639e-07
hemL	0.03	0.878
pyrD	-0.414	0.073
argD	0.434	3.401e-06
purC	-0.191	0.054
pepA	0.454	0.517
pgk	0.151	0.01
skp	0.336	0.012
ynfB	0.248	0.351
serS	0.123	0.238
zipA	0.072	0.957
lpdA	0.078	0.181
osmC	1.974	6.507e-08
ygfY	0.075	1.0
aceF	0.278	2.151e-06
borD	-0.266	0.055
prlC	-0.007	0.951
hemX	0.286	0.516
sspA	0.094	0.726
yfiO	-0.165	0.658
rpsK	-0.315	0.004
yfiF	0.075	0.701
tpx	-0.114	0.109
ftsA	0.343	0.143
galU	-0.07	0.976
hisH	0.668	0.052
purN	0.274	0.585
zapB	0.206	0.191
accA	0.051	0.453
pepN	0.088	0.603
ubiE	-0.036	1.0
clpX	-0.018	0.901
yeaD	-0.089	0.877
yeeX	0.353	0.006
glyQ	-0.253	0.203
ilvG	0.465	7.949e-05
minD	0.438	0.011
fis	-0.194	1.0
rpmA	-0.316	0.167
sdhA	-0.313	5.227e-05
kdsB	-0.14	0.692
leuA	0.425	0.0003358
rplJ	-0.294	0.0007107
ssb	-0.163	0.331
ompR	1.267	0.025
ycgR	-1.641	0.001
infA	-0.262	0.119
prfB	-0.156	0.484
adk	0.293	0.026
gltI	-0.096	0.392
ycgK	0.288	0.174
metE	-0.255	1.313e-10
ytfP	0.169	0.617
thiJ	0.226	0.54
acnA	0.719	0.006
uspF	0.156	0.77
hupB	0.15	0.582
ydhR	1.203	0.01
suhB	-0.4	0.152
lptB	-0.325	0.053
oxaA	-0.278	0.084
glcB	-0.266	0.713
sfcA	0.103	0.756
mglB	-0.505	0.001
glyA	0.188	0.013
ilvE	0.312	2.226e-05
ilvI	0.243	0.273
yliJ	0.429	0.18
rpmI	-0.317	0.1
psd	0.142	0.781
dapA	-0.26	0.503
sodB	0.194	0.11
sthA	-0.525	0.041
thiH	0.331	0.302
yhgF	0.028	0.821
leuB	0.092	0.12
sodA	-0.142	0.295
guaB	-0.412	0.0001118
fabF	-0.203	0.276
rbsK	-0.548	0.012
osmY	1.548	0.012
cspC	0.093	0.547
manX	0.052	0.815
cydA	0.425	0.091
lrp	0.651	0.0001945
metK	0.1	0.084
trpS	0.35	0.0004896
yrbB	0.051	0.95
rpoD	-0.069	0.654
gpt	-0.401	0.218
cysN	-0.41	0.0005673
fadL	-0.416	0.037
purA	0.027	0.344
sucB	-0.098	0.838
metL	0.445	0.332
aroA	0.274	0.052
glgA	0.76	0.045
argI	0.483	0.005
cyoA	0.147	0.313
bglX	0.11	0.796
solA	0.531	0.006
thrA	0.395	6.722e-11
dcrB	0.162	0.4
cysH	-0.33	0.128
livJ	0.354	6.038e-07
yraP	0.471	0.067
aspC	0.022	0.783
glpQ	-0.035	0.864
atpG	-0.007	0.948
rpsT	-0.227	0.046
crp	0.307	0.175
pal	-0.02	0.726
tpiA	0.039	0.553
yajQ	-0.163	0.464
glnH	0.266	0.002
hslU	0.134	0.709
dacA	-0.145	0.497
speB	-0.324	0.266
fabD	0.094	0.396
ysgA	0.368	0.159
htpG	-0.149	0.099
traT	0.284	0.374
tyrB	0.445	0.008
pgi	0.014	0.832
uspA	0.557	0.009
metN	-0.214	0.328
ompT	0.036	0.668
accB	-0.119	0.386
pgm	0.461	0.104
fabZ	-0.235	0.009
pheT	0.106	0.162
ptsI	0.244	0.0006986
yjcZ	-1.159	0.002
rng	-0.848	0.093
lpxD	-0.163	0.857
rnb	-0.192	0.145
pepP	0.167	0.437
argG	0.154	0.1
rplE	-0.279	0.0007894
pnp	-0.236	0.039
actP	-0.031	1.0
yhcB	0.123	0.418
cysA	-0.213	0.295
rpsG	-0.221	0.001
dsbA	-0.004	1.0
pykF	-0.305	0.001
serB	-0.052	1.0
eno	-0.088	0.259
ftsY	0.011	1.0
yraM	0.243	0.354
yaeT	-0.006	0.954
ycfD	-0.422	0.551
yceI	0.499	0.081
fadE	0.417	0.254
hsdM	-0.268	0.451
aroK	0.105	0.524
rpmE	-0.227	0.047
yjgD	-0.248	0.137
pntB	0.628	3.322e-09
ybeD	0.133	1.0
coaBC	-0.222	0.424
asnS	-0.137	0.224
yecJ	-0.698	0.06
rplK	-0.499	3.605e-06
moaC	0.961	0.011
pdxJ	0.374	0.298
degP	0.302	0.046
rpoB	-0.029	0.639
flgE	-1.728	1.043e-06
speA	0.466	0.012
kdpC	-0.276	0.097
yaiE	-0.153	0.947
dut	0.002	1.0
fliC	-2.451	0.0
gnsB	-0.032	1.0
pepD	0.08	0.841
aroF	-1.451	0.016
nagD	0.126	0.817
lepA	-0.191	0.366
rplO	-0.214	0.019
sopA	0.436	1.0
yfgM	0.08	0.746
nlpA	0.09	0.518
deoD	-0.105	0.396
lacI	0.066	0.633
gnd	0.503	2.186e-11
cheZ	-1.564	2.832e-09
deoC	-0.686	0.44
yjjK	-0.291	0.004
ompX	0.325	0.011
fliA	-1.491	0.009
pyrH	-0.175	0.25
lysS	-0.254	0.018
infC	0.051	0.399
ilvC	-0.492	6.327e-10
uspE	0.528	0.058
folD	-1.128	0.054
iscR	-0.1	0.622
rplP	-0.368	0.0003705
orn	-0.229	0.583
yifE	-0.231	0.119
rpsL	-0.313	0.03
acrA	-0.21	0.154
glnG	-0.064	0.984
nrdA	0.042	0.834
ycaO	-0.052	1.0
ydgH	0.017	0.676
nlpD	0.403	0.222
hns	-0.068	0.53
aspS	0.012	0.944
rpiA	0.217	0.194
ygfZ	-0.219	0.491
crr	0.223	0.003
rpsN	-0.313	0.052
slyB	0.024	1.0
dnaJ	0.98	0.222
rpsC	-0.329	8.446e-06
glmS	-0.267	0.004
stpA	-0.125	0.278
ndk	-0.635	1.084e-07
ptsG	-0.512	0.002
hisS	0.029	0.708
hisD	0.758	0.0005845
thiF	0.107	0.615
cstA	-0.639	0.127
nuoG	-1.914	0.005
gshA	0.269	0.799
metA	0.722	9.22e-07
qor	0.783	0.01
deaD	-0.228	0.411
rpmG	-0.272	0.108
gdhA	-0.47	0.11
glnA	-0.065	0.789
yceD	0.017	1.0
tig	-0.136	0.039
fliZ	-1.579	0.002
dhaM	1.26	0.136
cusB	-0.043	1.0
trpA	-0.594	0.0006187
ompF	0.793	4.629e-10
rpsQ	-0.363	0.996
hisF	0.756	0.0001568
moaB	0.641	0.005
leuS	-0.233	0.013
gabT	-0.277	0.799
metF	-0.017	0.964
fliH	-0.657	0.051
secD	0.019	0.982
manA	-0.29	0.317
nfuA	-0.166	0.216
potF	0.035	1.0
cysP	-0.051	0.861
fbaB	1.871	0.00038
leuD	0.183	0.064
panB	0.087	0.841
zwf	0.385	0.019
nmpC	-0.667	0.0
groS	-0.207	0.246
fusA	-0.182	1.865e-05
aceE	0.208	0.000191
gltB	-1.399	0.0
