protein	log2FC	p-val
asnB	0.181	0.196
ahpC	-0.007	0.976
infA	-0.303	0.072
map	-0.259	0.443
yjcD	-0.033	1.0
ptsI	-0.285	0.0004334
pepD	-0.001	0.862
atpF	0.065	0.888
dppA	0.366	8.54e-07
pnp	-0.196	0.187
fbaA	0.162	0.139
aceE	-0.009	0.606
gst	0.467	0.158
cydA	0.203	0.395
apt	-0.458	0.03
ydgA	0.11	0.783
rbsA	0.816	2.068e-05
pntB	0.095	0.395
yraP	0.403	0.158
gcvP	0.515	0.11
rpoA	-0.033	0.84
ubiE	0.222	1.0
trpS	0.089	0.378
cysD	-0.518	0.005
yhcB	0.322	0.095
rnb	-0.025	0.923
purT	-0.199	0.517
acs	0.319	0.0001841
fabD	0.011	0.854
katG	0.016	0.845
nmpC	0.225	0.011
rpsB	-0.237	0.0006446
mglB	1.349	1.016e-07
eno	-0.051	0.756
ytfP	-0.124	1.0
fis	-0.618	0.012
metA	0.245	0.571
cheZ	0.515	5.484e-05
ygdH	0.258	0.328
narL	1.125	0.094
surA	0.014	1.0
cysN	-0.329	0.00016
rpmF	-0.195	0.163
ndk	-0.03	0.853
argG	-0.258	0.017
metL	-0.3	0.248
glgC	-0.047	1.0
purF	-0.239	0.201
argI	-0.036	0.457
fliM	1.67	0.915
accC	-0.223	0.044
upp	-0.209	0.045
ndpA	0.058	1.0
putP	-0.026	1.0
gltB	-0.355	1.857e-11
accA	0.099	0.471
zwf	0.025	0.887
fabH	-0.133	0.471
gyrA	0.091	0.614
hldD	0.06	0.712
talB	0.141	0.328
pntA	-0.033	0.821
yniC	0.788	0.076
cysA	-0.406	0.25
cspC	-0.385	0.001
atpC	-0.097	0.96
leuA	-0.146	0.096
yuaX	0.552	0.437
hslO	-0.551	0.573
oppA	-0.128	0.218
clpX	-0.165	0.319
trpE	0.029	0.872
yjcZ	0.746	0.019
dacA	0.04	1.0
yqjI	0.068	1.0
ycdY	0.321	0.403
aroG	-0.373	1.551e-05
ytfQ	0.331	0.588
ygfZ	-0.008	0.928
luxS	-0.088	0.777
galM	1.026	0.008
ilvN	0.061	1.0
speA	-0.137	0.662
trpD	-0.467	0.008
rplY	-0.324	0.0007388
nusA	-0.057	0.421
fdx	0.291	0.083
cysE	0.166	0.789
rdgB	-0.061	1.0
pdxB	0.152	0.872
trpA	-0.489	0.0007158
skp	0.094	0.192
psd	-0.094	1.0
leuD	-0.136	0.023
lon	0.085	0.431
leuS	-0.109	0.316
cysM	-0.148	0.638
yajG	0.075	0.594
fliG	1.48	0.002
yqjD	-0.504	0.446
oxyR	0.163	0.632
pepP	-0.024	1.0
yfbU	0.354	0.201
flgH	-1.823	0.043
acrA	0.484	0.013
rplX	-0.988	0.031
thiE	-1.128	0.021
ppiD	-0.311	0.085
fabG	-0.049	0.545
rpmI	-0.431	0.008
ybiC	0.185	0.119
ybdH	0.135	0.907
eda	-0.157	0.511
motB	0.164	1.0
osmC	0.588	0.688
oxaA	-0.196	0.427
cysI	-0.209	0.039
dapA	0.454	0.604
tsx	-0.2	0.942
asnA	0.523	0.332
rpoC	-0.048	0.166
traT	-0.059	0.597
rpsO	-0.05	1.0
metG	-0.026	0.832
yrbC	0.236	0.541
rpmA	-0.084	0.338
yaeT	-0.112	0.718
cstA	1.34	0.023
livF	-0.15	0.926
thiC	0.043	0.94
asd	-0.229	0.027
fabF	-0.242	0.736
wrbA	-0.385	0.465
yhgF	0.021	0.809
ilvB	0.261	0.222
degQ	0.263	0.304
glnH	-0.09	0.236
pgm	-0.266	0.388
fumC	-0.324	0.445
yjjK	-0.041	0.916
pepB	0.114	0.14
gltI	0.404	9.69e-05
bglA	0.355	0.191
yfiF	0.193	0.623
clpB	0.106	0.496
sfcA	0.325	0.17
yagU	-0.694	0.044
gmk	0.358	0.453
mgsA	-0.099	0.966
yceD	-0.049	1.0
rplS	-0.144	0.436
aspS	-0.123	0.302
crp	0.017	0.962
can	0.146	0.357
rho	-0.147	0.352
hisH	0.154	0.468
icd	0.116	0.002
yibN	-0.132	0.382
argD	0.072	0.888
pheA	0.145	0.518
atpD	0.079	0.045
rne	0.146	0.186
rpoZ	-0.384	0.126
pykA	0.281	0.006
secD	-0.036	0.432
ompX	-0.27	0.132
codA	-0.433	0.012
mdoG	-0.361	0.463
purR	0.054	0.698
ydiJ	0.212	0.181
mdh	0.314	3.347e-09
sthA	0.585	0.003
cysC	-0.343	0.131
rpsU	-0.294	0.037
clpA	-0.062	1.0
secY	-0.536	0.216
thrC	0.145	0.014
nuoG	0.088	0.386
rplQ	-0.162	0.23
yliJ	0.527	0.147
rplR	0.275	0.368
rpsK	-0.231	0.03
leuC	-0.191	0.028
ppc	-0.002	0.831
rbsC	0.767	0.12
ptsG	-1.265	4.241e-07
pdxK	-0.024	1.0
ompA	-0.008	0.829
sdhA	0.244	0.003
fliC	0.387	1.162e-07
rbsK	0.895	0.0001294
fabI	-0.163	0.052
fliA	0.182	0.664
fbp	0.079	0.893
hisC	0.064	0.672
adk	-0.193	0.404
nfnB	0.203	0.39
ydhR	0.781	0.093
rplE	-0.185	0.017
rpsJ	-0.207	0.019
yfcB	0.569	0.227
def	-0.761	0.164
kdgR	0.188	0.698
hslU	0.173	0.196
wzzB	-0.724	0.039
folE	-0.039	0.782
kdsA	0.104	0.551
mglA	1.454	0.017
ycaO	0.037	1.0
rcsB	-0.052	0.551
ycgK	-0.872	0.023
mprA	0.623	0.202
yedE	0.263	0.61
purH	-0.231	0.178
mtnN	-0.051	0.877
yrbB	0.092	0.954
greA	-0.137	0.514
rpsM	-0.26	0.001
glnB	0.08	0.713
galU	0.119	0.868
engB	0.4	0.229
fadL	-0.046	1.0
ndh	0.063	1.0
yecJ	2.505	0.022
pyrH	0.378	0.371
bfr	-0.1	1.0
yfcZ	0.543	0.135
lptB	0.464	0.116
purM	-0.129	0.212
serC	0.054	0.365
sodB	0.619	7.4e-05
purE	0.544	0.343
rpsF	-0.228	0.043
trpB	1.757	0.354
arcA	-0.07	0.74
yfgL	-0.138	0.332
yeiP	0.382	0.198
livJ	0.092	0.085
rpsE	-0.229	0.05
fabB	0.268	0.187
tolB	0.133	0.36
rpsG	-0.212	0.0006021
metK	-0.02	0.762
metH	0.005	0.762
pal	-0.036	0.68
sucC	0.451	2.101e-07
maeB	0.275	0.135
rpmC	-0.324	0.023
grpE	-0.273	0.093
pgk	0.235	2.008e-05
aroB	0.161	0.493
fliZ	0.443	0.053
aroF	-0.132	0.932
solA	0.167	0.978
nuoB	0.085	0.891
trxA	0.096	0.327
spr	-1.385	0.019
potD	0.109	0.435
katE	-0.149	1.0
damX	0.207	0.544
gpmA	0.011	0.924
fkpA	-0.045	0.972
fklB	0.0002588	0.709
yahO	-0.388	0.717
kdpB	-0.564	0.042
pheT	0.076	0.796
ghrB	0.454	0.309
gpt	-0.41	0.317
engA	0.276	0.567
lrp	0.084	0.445
pyrD	-0.358	0.094
dcp	-0.285	0.297
yaiE	0.616	0.168
kdsC	-0.131	0.583
rpmD	-0.278	0.075
rpsI	-0.213	0.072
nagD	1.838	0.148
tar	0.582	2.273e-08
sucD	0.504	2.048e-09
yrbD	-0.618	0.084
ftsE	-0.202	1.0
livG	-0.195	0.3
yfeX	-0.0008446	0.953
borD	-0.618	0.085
mreB	-0.431	0.018
aer	1.178	0.014
tpiA	0.443	0.0006049
ilvA	0.049	0.926
ybgI	0.568	0.078
ilvC	-0.126	0.016
nfuA	0.132	0.537
btuR	0.342	0.468
rplA	-0.235	0.002
rplC	-0.036	0.65
thrA	0.035	0.971
ecnB	0.208	0.729
fadB	-0.149	0.751
rplW	-0.346	0.046
flgL	0.238	0.216
yidA	0.105	0.998
ileS	0.214	0.273
kdpC	-0.176	0.729
gltL	0.553	0.167
dnaK	-0.116	0.094
flgE	0.509	0.023
rpsH	-0.202	0.156
ilvH	0.093	1.0
metN	-0.15	0.154
aceA	3.937	0.8
hldE	-0.017	0.799
groL	-0.006	0.78
ahpF	0.232	0.331
rplL	-0.25	0.215
yraL	-0.973	0.048
rpoB	-0.019	0.357
accD	0.024	1.0
pgi	0.219	0.044
ybgF	-0.137	0.665
arnA	-0.52	0.012
cspE	0.456	0.53
ilvM	0.028	1.0
tonB	-1.539	0.007
hupB	-0.149	1.0
gmhA	0.265	0.429
ompF	0.155	0.099
pepN	0.441	0.714
proB	0.352	0.185
ilvG	-0.15	0.57
fliY	0.136	0.376
acnA	0.12	1.0
nrdA	-0.052	0.726
yeaD	-0.681	0.289
glmU	-0.058	1.0
aceF	0.05	0.581
nuoC	0.133	0.108
fumA	0.537	0.001
rplI	-0.173	0.033
rplD	-0.268	0.005
iscS	-0.1	0.214
crr	-0.294	0.002
metC	0.424	0.552
cysP	0.165	0.112
rpsR	-0.128	1.0
dppC	0.076	0.967
lysS	-0.174	0.152
btuB	0.619	0.111
pyrC	0.257	0.265
groS	0.146	0.221
metI	0.244	0.374
tolC	-0.062	0.725
gabT	0.126	1.0
rpsA	-0.182	1.714e-05
ftsY	-0.117	0.871
ispF	0.463	0.258
ilvD	-0.091	0.209
hsdS	-0.771	0.117
sopB	-0.209	0.531
moaB	0.263	0.185
nlpB	-0.036	0.947
nlpD	0.295	0.647
tsr	0.472	9.429e-09
tyrA	1.557	0.036
secB	-0.006	1.0
hflK	-0.222	0.336
deoD	-0.097	0.365
ais	-1.325	0.017
rpsC	-0.203	0.019
cyoA	0.057	0.935
ybiT	0.287	0.629
tyrB	-0.046	0.733
glyS	-0.106	0.582
flgG	0.481	0.218
tktA	0.061	0.898
yfgM	0.171	0.41
aldA	0.776	0.0
purC	0.218	0.043
crl	-0.198	0.612
gltA	0.729	0.0
glyA	-0.262	0.002
hisS	-0.105	0.406
rplB	-0.327	0.0009532
rplT	-0.165	0.14
ydgH	0.187	0.259
rplP	-0.162	0.099
melA	0.889	0.031
yedF	-0.031	1.0
mrp	0.447	0.196
sspA	0.035	0.595
slyB	-0.259	0.23
alaS	0.081	0.62
kdsB	-0.299	0.185
rbfA	0.052	0.71
prfC	-0.369	0.088
rsuA	-0.506	0.212
ackA	-0.113	0.217
clpP	0.156	0.77
glmS	-0.178	0.142
ycfD	0.897	0.246
glnQ	0.573	0.229
tufA	-0.013	0.638
yajC	0.056	1.0
valS	-0.129	0.058
pheS	0.206	0.145
argC	-0.079	0.683
fliF	-0.414	0.097
grxD	0.081	0.4
engD	-0.221	0.096
glnS	-0.011	0.816
hinT	0.213	0.224
tsf	-0.218	0.001
asnS	-0.143	0.098
flgN	0.355	0.085
tyrS	-0.09	0.162
rplM	-0.415	0.001
gpmI	0.06	0.605
typA	-0.203	0.014
glnA	-0.216	0.016
sucA	0.086	0.075
acnB	0.376	1.925e-13
