protein	log2FC	p-val
nadE	0.205	0.513
fumA	0.639	5.911e-07
secY	0.002	0.949
fbp	-1.986	0.0007
aroK	-0.067	0.417
prs	0.089	0.964
crr	-0.696	1.81e-09
mgsA	0.129	0.872
dapD	0.02	0.821
ihfB	-0.305	0.37
rpsS	0.042	0.843
glyQ	-0.313	0.335
argH	-0.048	0.724
ftsY	-0.03	1.0
argA	0.328	0.106
katG	0.217	0.068
rpsI	0.029	1.0
rpsT	-0.203	0.046
amn	0.115	0.838
manZ	0.092	0.896
glyA	-0.512	4.206e-08
adk	-0.275	0.603
pal	-0.171	0.013
cyoA	0.093	0.212
pckA	0.903	9.817e-07
aer	2.321	6.092e-05
yfcZ	1.126	0.022
dppA	0.375	6.63e-05
rplE	0.193	0.181
galE	-0.648	6.809e-10
metA	-0.258	0.241
metH	0.239	0.497
yraM	-0.164	0.812
trpB	0.099	0.534
rpsA	-0.031	0.801
hupB	0.261	0.046
yecJ	-0.213	1.0
galT	-0.667	0.038
yfiO	0.594	0.244
ybbN	0.104	0.446
flgE	1.114	0.0004676
rplY	0.197	0.153
slyD	0.143	0.615
pgk	-0.158	0.004
phoP	0.159	0.721
rbsB	0.645	0.0007361
fabG	-0.14	0.167
rcsB	-0.193	0.352
rpmB	0.216	0.177
argD	0.102	0.123
nuoG	0.254	0.091
atpD	0.155	0.003
rpsB	-0.085	0.148
asd	-0.077	0.497
murA	0.38	0.32
gdhA	1.517	0.0
manA	-0.312	0.447
yhbJ	-0.176	0.308
livK	-0.611	2.815e-05
nuoB	-2.245	0.002
sodB	-0.548	3.787e-05
gltL	0.998	0.004
gltX	-0.36	0.01
secA	-0.177	0.487
thiD	0.275	0.525
rpmI	-0.08	0.578
fliM	1.199	0.092
yibN	0.082	0.421
pykF	-0.374	0.0003466
rpsU	-0.171	0.198
recA	0.036	0.784
hslU	0.186	0.217
dksA	-0.047	0.901
panC	0.277	0.073
rbsA	1.928	2.548e-09
fadD	-0.196	0.811
gcvP	-0.106	0.374
rplA	-0.028	0.86
ybgF	-0.122	0.785
trg	1.775	2.92e-09
ilvC	0.007	0.752
speD	-0.165	0.638
infC	0.009	0.897
livF	-0.002	1.0
yjcZ	2.469	1.152e-06
fis	-0.794	0.001
dapB	-0.026	0.582
metF	0.016	0.844
livJ	-0.802	4.441e-15
acrA	0.364	0.632
argI	-0.055	0.901
pykA	0.657	1.628e-05
rplF	0.071	0.343
modC	1.713	0.007
ygfB	-0.136	0.756
suhB	-0.214	0.179
lpp	0.533	0.00072
aspC	0.338	9.569e-08
leuB	-0.019	0.975
atpA	0.156	0.005
ydgA	-0.279	0.371
nrdA	-0.273	0.145
yraP	0.052	1.0
minD	-0.092	0.587
luxS	-0.361	0.072
serS	-0.027	0.637
yhgF	-0.094	0.26
yfgD	1.338	0.014
smpA	-0.263	0.152
rplL	0.009	0.982
ydjN	-0.052	0.415
nuoC	0.437	0.0002973
pta	0.189	0.242
rbsC	1.32	0.02
dacA	-0.006	1.0
rpsC	0.08	0.66
metK	-0.145	0.138
gmhA	0.32	0.334
rpsP	0.1	0.271
mreB	-0.483	0.68
glnS	-0.027	1.0
cysJ	-0.175	0.088
uspA	-0.364	0.012
rpmC	-0.059	1.0
rpmF	0.058	0.874
elbB	-0.009	1.0
purR	-0.207	0.335
glcB	0.16	0.841
degQ	-0.167	0.812
kdsB	-0.159	0.981
atpH	0.045	0.665
trxB	0.017	0.709
galM	0.039	0.636
rplI	0.064	0.302
gyrA	0.296	0.289
yraL	-0.922	0.079
grpE	0.026	0.919
fabB	0.08	0.198
gltD	-0.149	0.006
yifL	-0.064	0.978
usg	-0.134	0.783
proS	0.166	0.135
damX	0.129	0.606
lrp	0.824	0.002
ubiE	-0.776	0.304
rplC	0.192	0.066
trxA	-1.142	5.673e-07
pepA	0.143	1.0
ilvB	-2.36	0.097
fabD	-0.466	6.969e-05
rpmG	0.248	0.133
argC	-0.11	0.526
hemL	0.048	0.827
yicC	-0.219	0.576
fusA	-0.04	0.574
ldhA	0.165	0.865
greA	-0.061	0.922
gapA	-0.125	0.131
ycaO	0.47	0.244
rpoZ	-0.241	0.101
atpC	-0.114	0.767
pheT	0.025	0.98
dnaJ	1.534	0.042
oppA	0.024	0.893
gyrB	-0.246	0.399
glnA	-0.377	6.17e-05
fdx	-0.547	0.032
folD	-0.129	0.478
rpiA	-0.279	0.406
cysH	0.2	0.351
adhE	0.08	0.098
rpoA	0.062	0.196
nlpB	-0.033	0.732
accD	-0.144	0.986
guaA	-0.26	0.001
yfcB	-0.123	1.0
gltA	1.047	0.0
gabT	-0.844	0.09
groS	0.203	0.073
serC	-0.305	1.357e-05
argG	-0.106	0.259
accB	-0.029	1.0
alaS	0.048	0.65
ybeD	0.191	0.832
hisH	-0.516	0.016
glmS	-0.002	0.95
yidA	0.403	0.201
mdh	0.063	0.229
cheW	2.221	5.998e-08
pgi	-0.011	0.932
rplM	-0.111	0.384
rpsF	0.029	0.627
fliF	0.78	0.118
slyA	-0.053	1.0
purM	-0.248	0.019
ecnB	-1.008	0.007
oppD	1.685	0.007
yfeX	-0.467	0.269
ppsA	-0.112	0.753
ydeN	4.618	0.89
stpA	-0.077	0.447
ilvI	0.274	0.521
ndk	0.392	0.000144
rpsM	0.045	0.771
tpiA	0.1	0.765
ybaB	-0.189	0.436
clpB	0.3	0.028
valS	-0.039	0.493
atpF	0.133	0.739
leuS	-0.077	0.416
tsr	2.035	1.776e-15
sdhA	0.521	2.241e-06
rplU	0.031	1.0
yrbB	0.099	0.784
rpsD	0.017	0.602
emrA	-1.274	0.114
skp	0.071	0.655
fbaA	-0.064	0.361
ilvD	-0.197	0.043
grxD	-0.117	0.262
metL	-0.755	0.216
carB	-0.2	0.0009047
purH	-0.189	0.034
rplJ	-0.211	0.111
yjeI	-0.022	1.0
purU	-0.207	0.204
artJ	-0.381	0.03
pepD	0.119	0.74
tyrS	0.016	0.532
metN	0.154	0.255
secG	-0.023	1.0
leuD	-0.234	0.001
thiB	-0.176	0.825
infA	-0.207	0.437
yuaX	-0.296	0.649
yjgF	-0.244	0.19
ydgH	0.048	0.691
purC	-0.104	0.332
iscR	-0.098	0.798
purK	0.976	0.085
aceF	-0.099	0.175
deoD	0.469	0.042
rplV	0.121	0.112
rplR	1.099	0.015
aroA	-0.443	0.011
kdsA	-0.128	0.608
acs	1.187	0.0
fadA	-2.701	0.003
sdhB	0.547	5.243e-08
argE	-0.065	0.412
lon	0.023	0.929
eno	-0.179	0.007
typA	-0.092	0.446
eda	-0.199	0.804
ftsA	-0.085	1.0
metQ	0.614	0.014
gltI	-0.017	0.758
proQ	0.08	1.0
sthA	0.809	0.047
lysC	0.155	0.026
thrS	-0.025	0.798
mtnN	-0.151	0.122
hupA	0.176	0.01
ilvG	0.051	0.71
aroF	0.075	0.86
rplK	0.001	0.739
clpP	-0.045	0.689
ftsZ	0.082	0.542
fliA	0.547	0.143
nmpC	0.061	0.679
metB	0.068	0.742
pfkA	-0.045	1.0
ahpF	-0.406	0.303
purD	-0.054	0.645
purF	-0.038	0.731
proB	0.151	0.309
leuC	-0.092	0.225
nuoE	0.413	0.116
rplN	0.151	0.055
tar	1.75	1.51e-14
yqjD	-0.358	0.909
tap	1.677	2.22e-15
argS	0.045	0.873
flgN	1.735	4.684e-06
hisS	0.118	0.181
rpsO	-0.135	0.358
purA	-0.125	0.11
hisB	-0.07	0.941
rplD	0.035	0.584
aceA	0.239	0.415
fadB	0.203	0.196
trpD	0.028	0.53
elaB	-0.745	0.066
map	-0.38	0.116
speA	0.078	0.768
aroG	-0.103	0.234
rraA	-1.697	0.005
tpx	-0.139	0.099
bcp	-0.713	0.133
can	-0.08	0.757
sucB	0.437	0.0009065
cspD	1.392	0.001
ileS	-0.188	0.126
infB	-0.032	0.748
ndpA	-0.798	0.059
cysN	-0.281	0.004
rpoB	0.06	0.353
galU	0.067	0.97
trpS	-0.156	0.2
metC	0.889	0.027
yeaD	0.649	0.285
hisC	-0.142	0.182
iscS	-0.175	0.05
hsdM	0.391	0.246
zipA	-0.107	0.763
lysS	-0.18	0.287
cysS	-0.173	0.907
hldD	0.235	0.409
mglA	1.671	0.0002289
dnaK	0.255	9.976e-07
pntA	-0.185	0.009
pflB	0.248	0.0002474
thrA	-0.235	6.343e-05
murE	-0.399	0.275
degP	0.377	0.04
lptB	0.402	0.052
deaD	-0.599	0.223
dnaN	0.35	0.16
guaB	-0.297	0.006
nusG	-0.142	0.43
solA	-0.359	0.198
zapB	-0.252	0.05
gpmI	0.066	0.551
purB	-0.173	0.163
sucD	0.94	3.553e-15
nifU	0.744	0.025
rpsR	0.032	0.864
yhjE	0.424	0.088
leuA	-0.063	0.494
rpsJ	-0.013	0.901
yjjK	0.207	0.216
nusA	-0.07	0.564
hns	0.314	0.005
cysI	0.064	0.998
rplP	0.252	0.006
ptsG	-0.918	0.014
glgC	-0.043	1.0
ftnA	0.674	0.02
ilvA	-0.017	0.979
nfuA	0.103	0.897
cheA	1.771	2.22e-16
fabA	0.025	1.0
rho	-0.104	0.501
rplB	-0.006	0.977
ilvE	-0.442	0.0008739
pntB	-0.359	0.019
glyS	-0.032	0.9
rplT	0.287	0.009
frr	-1.025	8.47e-06
tgt	-0.397	0.47
rplO	0.28	0.127
cydA	0.262	0.36
rpmD	-0.079	0.815
cysP	-0.505	0.0007016
ptsI	-0.367	8.487e-05
purT	-0.142	0.524
ycgR	2.091	0.00022
aldA	1.365	0.0
cpxR	0.195	0.3
thiM	-0.389	0.888
kdpB	-0.396	0.088
rpsG	0.022	0.514
rplS	0.133	0.47
cspE	0.325	0.057
crl	-0.778	0.092
fkpA	0.055	0.655
cysA	-0.151	0.83
tolB	-0.484	0.122
ygfZ	0.243	0.354
cyoB	-0.026	1.0
ffh	-0.405	0.691
btuR	0.441	0.199
cheY	1.184	2.703e-06
engA	-0.047	1.0
sspA	-0.163	0.332
yeeX	-0.177	0.522
purL	-0.035	0.631
ydfG	0.143	0.685
fklB	0.016	0.866
aroH	-0.716	0.045
thrC	-0.356	1.269e-08
crp	1.554	0.005
pnp	0.245	0.012
galK	-0.147	0.243
fliG	1.674	4.801e-06
yaeT	0.182	0.146
rpsN	-0.137	0.631
ndh	-0.592	0.076
yagU	-0.461	0.235
hisP	0.118	0.787
rpoD	0.102	0.648
rpsL	-0.153	0.429
accA	-0.051	0.583
ompF	0.096	0.916
thiC	-0.118	0.188
fabI	-0.104	0.425
dut	-0.077	1.0
aspS	-0.103	0.303
cysD	0.313	0.117
groL	0.277	2.228e-06
engD	-0.251	0.181
rplW	-0.076	0.788
cysM	-0.148	0.616
hscA	0.386	0.32
metE	-0.393	0.0
moaC	0.299	0.512
yajQ	-0.603	0.142
gltB	-0.314	7.911e-09
yfbU	-0.101	0.968
fliC	2.227	0.0
pifC	0.311	0.435
hisG	-0.125	0.062
accC	-0.072	0.819
acnB	0.473	0.0
aceE	-0.075	0.067
tig	0.04	0.807
rpoC	0.034	0.372
sucA	0.462	3.754e-10
