protein	log2FC	p-val
rplD	-0.48	0.0001816
sodB	-0.045	0.7
ilvD	-0.113	0.138
ydfG	0.463	0.001
yncE	0.432	0.103
secG	-0.13	0.762
metF	-0.084	0.28
rpsM	-0.467	0.0001548
kdgR	0.262	0.46
ribE	2.013	0.033
rpsT	-0.487	1.434e-05
rpmF	-0.499	0.02
nadE	-0.254	0.268
ygfY	0.208	0.548
mrp	-0.684	0.048
yliJ	-0.79	0.192
accA	-0.034	0.862
iscR	0.586	0.005
purC	0.111	0.532
ybjQ	1.043	0.027
pepP	0.724	0.018
trpA	-0.301	0.012
btuE	1.405	0.011
ycfM	-1.192	0.157
yajC	0.82	0.002
dacA	-0.177	0.218
grxD	0.169	0.199
hns	0.722	2.248e-09
gabT	2.606	0.00068
hfq	0.836	0.003
pyrE	-0.4	0.242
cydA	0.747	0.068
fabD	0.117	0.401
tyrS	-0.049	0.867
hslO	-0.244	0.334
narL	-1.269	0.055
artJ	-0.112	0.404
traT	1.149	1.928e-07
map	-0.118	0.559
gcvP	0.024	1.0
rplF	-0.391	1.811e-06
ribH	-0.146	0.576
adhE	-0.62	3.347e-06
apt	-0.157	0.694
ppiB	0.317	0.398
rpoD	0.329	0.076
fabF	-0.402	0.169
yegQ	-0.496	1.0
solA	0.305	0.286
ycfD	-0.577	1.0
cyoA	0.105	0.804
talB	-0.329	0.061
hupA	0.467	4.127e-08
thiB	0.052	0.694
ybiC	0.027	0.986
thiC	-0.139	0.381
trg	1.684	8.966e-09
sfcA	0.184	0.454
purK	-0.888	0.132
ackA	0.482	5.068e-06
pifC	0.643	0.025
tig	-0.336	3.826e-09
ilvE	-0.365	0.024
rbsC	1.311	0.0001269
rplA	-0.499	1.754e-10
yicC	0.291	0.398
argS	-0.107	0.613
manZ	-0.079	0.858
yhgF	-0.515	0.047
dapB	-0.706	0.006
pdxK	0.796	0.056
aspC	0.058	0.397
pheA	-0.096	0.783
gpmI	-1.123	0.0001136
rho	-0.458	0.009
speE	-0.666	0.102
uspF	1.912	0.00052
borD	-0.402	0.313
aspS	-0.188	0.217
pntB	-0.462	0.0008104
hupB	1.401	0.00066
ltaE	0.575	0.9
fbp	-0.214	0.737
galT	0.194	0.861
proS	-0.207	0.018
flgG	0.31	0.381
rplR	-0.578	0.088
aer	-0.313	0.099
metB	0.578	0.008
lysC	-0.16	0.036
proB	0.413	0.279
argE	-0.322	0.04
rne	0.004	0.901
ygdH	0.539	0.033
groS	0.371	0.01
sucD	0.383	1.03e-06
yahO	2.981	0.004
galM	-0.521	4.615e-07
ilvH	0.253	0.508
fabB	0.258	0.059
cysP	0.03	0.751
rdgB	-0.04	1.0
gmhA	0.32	0.108
rpoA	-0.04	0.635
pepA	0.168	0.346
sucB	0.15	0.136
nuoC	0.281	0.104
surA	0.31	0.316
ysgA	1.54	0.019
crl	-0.302	0.365
rnb	-0.582	0.031
rpsJ	-0.691	2.12e-08
asnB	-0.199	0.325
livG	0.27	0.183
cysM	0.859	0.231
thiD	0.233	0.529
rpmC	-0.529	0.0003579
dcp	0.532	0.057
rplS	-0.672	3.396e-05
udp	1.484	0.011
ytfQ	2.373	9.902e-07
argC	-0.234	0.305
atpA	0.213	0.0002149
ppsA	1.186	3.419e-14
pheS	-0.427	0.004
efp	0.109	0.861
slyD	0.243	0.151
tolC	0.349	0.013
ybbN	-0.108	0.534
asnA	-0.818	0.04
icd	0.516	0.0
acpP	0.552	0.124
psd	0.857	0.046
basR	-0.126	0.735
rplP	-0.511	7.432e-06
glk	-0.749	0.466
plsB	0.682	0.07
atpG	0.265	0.025
rplY	-0.422	0.001
rbsA	1.224	6.524e-13
hflC	0.301	0.174
trxB	0.347	0.004
rplM	-0.424	0.075
pepN	0.786	0.001
yuaY	1.597	7.524e-05
glgA	0.464	0.088
aroC	0.42	0.185
pdxB	0.102	0.713
pfkA	-0.048	0.735
pepD	0.29	0.016
zipA	0.668	0.129
purF	-0.377	0.021
adk	-0.14	0.822
pyrD	-0.305	0.217
cheA	0.39	1.176e-06
hisD	-0.043	0.862
modA	0.645	0.034
fumC	1.396	4.814e-06
nagE	0.507	0.151
metE	-0.766	0.0
accB	0.051	1.0
rpsB	-0.477	8.355e-09
sspA	0.145	0.276
lrp	0.203	0.049
guaB	-0.552	4.962e-06
fis	-0.646	0.005
tonB	-0.095	1.0
fur	0.581	0.073
livJ	0.874	4.441e-16
folD	-0.221	0.365
panC	0.567	0.029
trpD	-0.434	0.011
yedF	0.6	0.024
crr	0.226	0.061
ilvA	-0.036	0.903
rpsF	-0.605	5.171e-05
rplK	-0.494	2.906e-06
flgK	0.894	0.006
ybiB	-0.169	0.938
yfcZ	-5.359	0.158
rpsG	-0.44	2.668e-12
ppiD	0.219	0.131
purL	-0.143	0.067
rplJ	-0.222	0.073
yggE	-0.205	1.0
infB	-0.201	0.017
slyB	0.843	0.008
pgi	-0.521	0.0002484
nuoG	0.135	0.413
hemX	0.558	0.15
eno	-0.813	1.037e-10
lpdA	0.185	0.012
mprA	-0.521	0.106
stpA	-0.249	0.099
fliY	0.471	0.002
fliZ	0.709	0.007
cysA	-0.172	0.556
agp	2.797	4.027e-05
pstS	-0.409	0.811
cysC	-0.785	0.023
infC	0.003	0.748
aceE	-0.233	4.531e-07
nfnB	-0.216	0.276
osmC	2.541	0.00044
fusA	-0.266	2.608e-11
cysH	-0.335	0.107
yfgL	0.245	0.361
engD	-0.08	0.738
potD	0.33	0.025
argH	-0.678	1.345e-06
sucC	0.394	1.19e-07
fabA	-0.035	0.968
rpsL	-0.314	0.15
btuR	0.528	0.093
trxC	0.384	0.409
gdhA	-0.451	3.109e-15
mipA	-0.336	0.157
metG	0.04	0.958
eda	-0.186	0.549
ispG	-0.109	0.814
yfbQ	0.264	0.438
nifU	0.237	0.107
ihfA	0.894	1.805e-06
rplC	-0.722	3.33e-06
ftsY	0.227	0.353
mtnN	0.198	0.536
cspD	2.176	1.621e-06
ihfB	0.974	0.017
yraP	0.586	0.029
nlpA	-0.121	0.946
rpmA	-0.192	0.015
deoD	0.362	0.206
pepB	0.725	2.673e-05
pspA	1.91	0.004
ompC	1.629	0.004
ttcA	-0.319	0.647
lptB	0.064	1.0
rpmE	-0.425	0.005
lpp	0.184	0.08
hflK	0.5	0.067
dcrB	-0.041	1.0
valS	-0.192	0.031
acrA	-0.105	0.722
pyrC	0.553	0.068
gnd	-0.035	0.786
gst	0.965	0.002
ydjA	-0.656	0.2
flgH	0.602	0.051
gltJ	0.963	0.006
ydgA	-0.046	0.869
leuD	0.057	0.426
fliG	0.351	0.097
ppa	0.022	0.96
proA	0.447	0.469
asd	-0.387	0.0005159
ybgI	0.576	0.061
rbfA	-0.297	0.271
yfiO	0.009	0.769
nlpD	-0.011	1.0
ycgK	0.573	0.088
greA	0.305	0.173
ycfP	0.42	0.26
yfdI	-0.206	0.578
hisA	-0.176	0.584
rpsN	-0.464	0.01
pyrG	-0.328	0.016
dnaK	-0.086	0.303
melA	1.508	0.00098
cysK	-0.24	0.0001794
ahpC	0.656	1.35e-13
yfiF	0.043	1.0
pdxH	0.351	0.271
dppD	0.183	1.0
glnS	-0.29	0.159
yjgD	0.011	1.0
thrA	-0.379	4.998e-05
ybdH	0.612	0.073
mreB	0.454	0.138
copA	-1.032	0.018
gltD	-0.621	2.566e-10
aroB	0.614	0.018
cyoB	-0.09	0.886
sdhA	0.306	4.087e-05
fklB	-0.135	0.363
usg	0.358	0.313
pal	-0.495	0.000899
rpsQ	-0.362	1.0
tsr	-0.161	0.007
gltL	1.006	0.001
accD	0.196	0.392
acnB	0.914	0.0
carA	-0.542	0.002
yggX	0.148	0.429
fliN	0.112	0.781
minD	0.656	0.0005622
yecJ	0.575	0.339
gsiB	1.495	0.018
secA	0.414	0.045
rplL	-0.321	0.077
yeeX	-0.268	0.303
sucA	0.147	0.002
yfbU	0.438	0.146
glnQ	1.418	0.014
cspC	0.083	0.951
avtA	0.11	1.0
tolB	0.02	0.862
ybaB	0.207	0.421
trmB	-0.087	0.93
rpsA	-0.316	1.678e-09
rpmB	-0.57	0.006
grpE	-0.003	0.975
ilvC	-0.249	2.133e-05
atpD	0.202	0.0009814
hldD	-0.16	0.328
proQ	-0.179	0.522
yeiP	-0.416	0.051
gpmA	0.326	0.018
nmpC	0.416	1.58e-08
dcyD	0.862	0.0006106
fliD	0.469	0.0004415
mdh	0.34	3.895e-13
dnaN	0.207	0.488
dapD	-0.739	7.843e-13
oxaA	0.293	0.216
rpmD	-0.605	0.133
galK	-0.65	3.047e-05
speA	0.027	0.958
aldA	2.333	0.0
ydgH	0.488	0.002
tyrA	-0.036	1.0
ushA	0.791	0.177
glmS	-0.504	8.031e-06
serC	-0.367	1.087e-05
fliA	0.438	0.099
rpsC	-0.381	1.172e-06
purR	-0.047	0.72
msrB	1.086	0.006
mukB	0.225	0.519
rplN	-0.578	0.013
yaeT	0.419	0.007
clpX	0.131	0.5
rplE	-0.526	4.949e-11
uspA	1.12	8.944e-07
murE	0.072	1.0
serS	0.06	0.543
ilvN	0.833	0.003
murA	-0.047	0.949
ydjN	-0.595	4.803e-05
fdx	-0.126	0.257
acs	2.758	0.0
rpoB	0.045	0.359
deaD	-0.486	0.228
upp	-0.166	0.253
dppC	0.036	1.0
nrdA	0.208	0.183
fadL	2.602	1.403e-09
yifE	0.382	0.029
fliF	0.801	0.018
arcA	1.071	1.856e-08
aceA	3.442	1.34e-06
ais	1.164	0.159
hflX	0.588	0.202
accC	-0.009	0.809
pmbA	-0.471	0.092
leuC	0.014	0.626
secB	0.447	0.04
emrA	1.547	0.031
rpsD	-0.522	3.968e-12
flgN	0.066	0.971
glyQ	0.194	0.413
fabH	0.018	0.942
ybgF	-0.305	0.435
metC	0.254	0.381
yihD	0.899	0.146
kdpC	0.097	0.744
gapA	-0.534	2.336e-13
rplO	-0.518	1.758e-05
yfeX	0.215	0.253
gpt	-0.22	0.483
secD	0.2	0.276
yjjK	-0.138	0.14
ssb	0.376	0.021
kdpB	0.489	0.089
yibN	0.094	0.426
gltI	1.7	0.0
tpiA	-0.3	0.028
rpmG	-0.216	0.169
metA	0.421	0.002
fadD	1.378	0.015
clpP	0.045	0.801
yraL	0.948	0.097
lysS	-0.251	0.106
polA	0.462	0.248
sopB	0.487	0.082
katG	1.466	0.0
srmB	-0.204	0.425
prlC	0.212	0.109
purD	-0.251	0.202
bfr	1.506	0.011
tgt	-0.301	0.567
ydcW	1.561	0.0003587
pta	0.383	0.001
sodA	0.089	0.567
yfgD	0.483	0.118
rbsK	0.886	0.0001116
argD	-0.23	0.056
metK	-0.411	2.379e-08
minE	0.7	0.007
trpB	-0.268	0.156
wrbA	3.085	0.001
glyA	0.169	0.125
thiG	0.042	0.658
maeB	1.24	8.219e-06
amn	0.724	0.063
engB	0.096	0.931
hisB	0.205	0.239
engA	-0.102	0.942
fadA	2.54	0.00094
ghrB	-0.407	0.35
wzzB	-0.015	0.884
livF	0.344	0.203
ndpA	-0.278	0.38
nlpB	0.556	6.315e-05
argB	-0.265	0.035
rpoZ	0.042	0.895
ompT	0.066	0.817
argI	0.13	0.115
phoP	0.145	0.769
glpK	1.105	0.036
prfB	-0.07	0.569
rplW	-0.362	0.027
galU	0.168	0.377
tufA	-0.154	0.0009522
ucpA	1.297	0.016
dut	0.013	1.0
pykA	0.722	2.391e-08
erpA	0.136	0.694
kdsB	0.006	0.983
tsf	-0.388	9.724e-07
aroK	-0.314	0.189
carB	-0.33	8.469e-08
fliI	0.261	0.246
typA	-0.622	4.342e-06
cysS	0.065	0.812
cusC	-1.536	0.025
ldhA	0.489	0.136
yhjE	0.272	0.508
asnS	-0.428	5.472e-05
pykF	-0.899	2.846e-09
yajG	0.29	0.011
cheZ	0.223	0.084
livK	-0.088	0.336
mglA	1.182	6.163e-10
ftnA	0.185	0.238
fabI	-0.145	0.231
modC	0.808	0.038
ygiM	1.142	0.006
hslU	-0.289	0.031
luxS	0.417	0.067
mglB	2.052	0.0
fldA	0.008	0.92
nuoB	0.393	0.132
coaBC	0.566	0.2
fbaA	-0.345	0.0001228
thiF	0.017	0.365
ompA	-0.217	5.807e-06
degP	1.242	3.494e-07
ppc	-0.352	0.0004241
cpxR	0.655	0.012
yagU	-0.099	1.0
yggS	0.157	0.584
ispF	0.1	1.0
tktA	0.024	0.667
cysN	-0.699	9.489e-08
frr	0.034	0.584
ydiJ	-0.572	0.019
rpsR	-0.209	0.225
pyrH	-0.614	0.032
pgm	0.473	0.263
suhB	0.145	0.547
glgP	0.875	0.022
ychN	-0.238	0.9
pckA	1.575	1.554e-15
ompF	1.126	3.06e-13
cysD	-0.604	0.02
purB	-0.081	0.763
hisS	-0.111	0.371
rplT	-1.025	0.004
btuB	0.081	0.452
clpB	0.51	2.966e-05
aroF	0.034	1.0
pntA	-0.409	0.0007873
gltX	0.079	0.616
crp	1.023	3.904e-06
rpsU	-0.415	0.012
thiE	0.2	0.493
glmM	0.114	0.612
ecnB	2.383	0.0001
yrbC	0.587	0.124
moaB	0.658	0.489
purM	-0.31	0.009
hldE	0.255	0.232
acrB	0.24	0.33
rpsO	0.116	1.0
tyrB	0.649	0.00043
folE	-0.323	0.082
hemL	-0.062	0.69
prpC	2.361	0.008
htpG	0.094	0.563
metI	0.033	1.0
cheY	0.322	0.013
moaC	0.341	0.291
argA	-0.5	0.041
clpA	0.247	0.577
nuoE	0.378	0.134
pflB	0.548	2.22e-15
nusA	-0.07	0.526
panB	-0.263	0.077
bcp	0.075	0.502
cmk	-0.275	0.945
atpC	0.166	0.425
ompX	-0.658	0.001
glcB	1.616	8.938e-08
yhbJ	0.449	0.23
elaB	3.523	0.0002
metH	-0.142	0.66
degQ	0.619	0.025
gltB	-0.669	9.326e-15
yajQ	-0.305	0.117
nfuA	0.012	1.0
yifL	0.269	0.297
rbsD	1.53	3.143e-09
prs	0.15	0.071
yjgF	0.556	0.021
pnp	0.277	0.005
oxyR	0.177	0.386
rpmI	-0.381	0.009
rplV	-0.415	2.029e-06
tpx	0.299	0.000166
nusG	0.182	0.163
ubiE	0.214	0.75
ilvM	-0.262	0.189
argG	-0.839	5.056e-11
putP	1.429	0.023
flgL	0.75	1.715e-05
glyS	0.138	0.247
cysI	-0.379	0.001
rplX	0.026	0.485
rpoC	0.04	0.42
dppA	1.005	0.0
rplB	-0.397	0.0003293
metJ	-0.099	1.0
hslV	-0.215	0.221
flgE	0.207	0.117
ilvI	0.71	0.104
serA	-1.164	9.481e-09
leuB	0.248	0.301
rpsE	-0.33	3.724e-05
oppD	1.52	0.003
zapB	0.064	0.613
tsx	0.01	1.0
panD	-0.501	0.01
ilvG	0.119	0.33
ptsI	-0.576	7.117e-09
purA	-0.479	2.15e-05
hisC	0.093	0.633
gltA	0.337	5.631e-09
lacZ	0.936	0.0
