protein	log2FC	p-val
nudE	0.221	0.85
upp	-0.397	0.005
flgG	1.069	0.042
btuE	0.97	0.025
yrbD	-0.205	0.459
sucA	0.336	4.385e-10
nusG	0.172	0.084
frr	-0.044	0.431
nfuA	0.1	1.0
hldE	0.336	0.021
deaD	-0.51	0.216
flgN	0.755	0.002
gyrA	0.027	0.602
proS	-0.116	0.234
tsx	0.294	0.864
hinT	0.44	0.022
glyA	-0.373	8.8e-06
rpsQ	-0.623	0.003
nuoA	0.986	0.053
ybiT	-0.236	0.921
ydgA	-0.081	0.853
pepP	0.68	0.027
nrdB	0.155	0.656
infA	-0.303	0.099
fabG	-0.036	0.855
pntA	-0.166	0.05
ygfZ	0.351	0.125
gltA	1.165	0.0
thiJ	0.139	1.0
galM	0.749	0.011
ilvI	2.624	0.008
kdpC	-0.223	0.335
rpmC	-0.294	0.028
dut	-0.654	0.4
sspA	0.108	0.085
pmbA	-0.141	0.699
rplV	-0.299	6.295e-07
tar	1.199	0.0
rplY	-0.434	0.0003601
cysH	0.166	0.357
cysS	0.151	0.371
modC	1.028	0.036
fabF	-0.419	0.578
thiE	0.186	1.0
degP	1.067	2.458e-06
glyQ	-0.022	0.464
yhgF	-0.186	0.227
ycgR	0.877	0.005
ilvH	-0.244	0.679
pepA	0.849	7.576e-05
trpS	-0.021	0.861
tpiA	0.4	0.013
ilvB	0.642	0.009
livK	-0.128	0.14
gnd	0.22	0.004
glcB	0.555	0.135
gltD	-0.67	6.658e-10
lpdA	0.51	8.768e-08
kdsB	0.111	0.79
gcvP	0.772	0.008
ucpA	0.472	0.189
thiC	0.077	0.403
aroK	-0.265	0.256
artI	-0.003	0.811
metK	-0.145	0.009
thiF	-0.054	0.934
accA	0.11	0.205
rpsE	-0.228	0.012
mglA	2.374	0.001
trpA	-0.494	0.012
sucC	0.902	0.0
rbsK	1.594	5.995e-08
trpD	-0.609	0.032
ompC	0.957	0.002
yagU	-0.589	0.124
nifU	0.207	0.336
engA	2.312	1.0
zipA	-0.005	1.0
rplQ	-0.538	0.016
dhaK	1.923	0.014
ilvE	-0.359	0.0004373
serS	-0.025	0.434
hisJ	0.128	0.103
crp	0.49	0.011
fdx	0.423	0.04
nuoC	0.343	0.003
aroA	-0.466	0.008
uspF	0.841	0.13
motA	2.564	0.00048
fliM	1.98	0.125
moaB	1.217	0.436
thiD	0.307	0.35
cspE	0.152	0.534
trxA	0.236	0.064
oxyR	0.354	0.138
gshA	0.098	0.963
tap	1.293	4.441e-16
grcA	-0.308	0.21
pth	0.507	0.183
pepN	0.583	0.0004952
nrdA	0.337	0.034
rbsB	2.876	0.0
yjcZ	1.683	0.0001192
rpoZ	-0.207	0.347
bglA	0.379	0.131
cysM	-0.272	0.738
surA	-0.147	0.464
glgA	0.626	0.103
cysN	-0.586	2.417e-06
rpsA	-0.237	1.822e-07
gdhA	-0.329	6.486e-09
pckA	1.961	4.834e-13
fadB	1.785	1.788e-08
dnaJ	-2.084	0.04
lrp	0.216	0.075
fis	-0.946	0.002
iscR	0.258	0.113
ndk	0.575	2.17e-10
rho	-0.241	0.09
accB	0.03	0.804
livJ	0.668	2.313e-11
argD	0.016	0.925
cheY	0.873	8.544e-07
trmJ	0.021	1.0
pepD	0.263	0.028
slyB	0.147	0.695
hupB	0.724	0.005
ilvD	-0.029	0.606
purM	-0.237	0.133
ldhA	0.913	0.035
ssb	0.212	0.166
pgm	0.109	0.687
cheA	0.997	0.0
rraA	0.515	0.04
artJ	-0.021	0.923
rplK	-0.496	1.557e-05
rplE	-0.289	1.247e-05
wrbA	0.909	0.106
thiH	-0.414	0.233
rpsO	-0.005	1.0
gabT	0.861	0.274
kdsA	0.202	0.161
argI	0.182	0.312
fliY	0.341	0.0007685
sodA	-0.327	0.004
valS	-0.097	0.232
yjjK	0.094	0.648
ybdH	0.725	0.064
gltI	1.413	1.982e-12
rpsJ	-0.341	0.004
gapA	-0.252	0.0002316
fliI	0.902	0.082
tpx	0.427	4.778e-08
yecJ	3.071	0.023
pepQ	0.824	0.0001864
rnb	-0.475	0.023
ftsZ	0.159	0.205
nuoB	0.946	0.015
ffh	-0.357	0.188
hisC	0.092	0.493
rplL	-0.283	0.132
mglB	3.068	0.0
adk	-0.562	0.391
metG	0.18	0.191
gmhA	0.637	0.07
accC	-0.12	0.28
rpsG	-0.353	1.551e-08
ycgK	-0.3	0.228
pyrD	-0.449	0.107
fadL	1.237	0.0003152
gshB	0.24	0.563
metQ	0.338	4.708e-05
maeB	1.122	5.477e-06
skp	0.311	0.048
yajQ	-0.014	0.919
yedF	0.665	0.052
hisG	-0.014	0.933
ygdH	0.5	0.224
nusA	0.038	0.72
rplD	-0.48	2.516e-06
yiaF	-0.069	1.0
ybgF	-0.01	0.813
ispF	0.543	0.187
aspS	-0.163	0.133
guaA	-0.71	3.403e-08
cstA	3.204	0.00026
rpmE	-0.452	0.0005099
secY	-0.412	0.277
argE	-0.301	0.021
thrA	-0.13	0.017
ompT	0.209	0.011
efp	-0.197	0.391
asnB	0.492	0.041
lpxA	0.212	0.461
traT	0.551	0.001
hemX	-0.105	1.0
glk	0.339	0.493
codA	-0.152	0.669
dppA	1.162	0.0
ilvC	-0.191	0.0004808
tyrS	-0.025	0.699
purL	-0.102	0.161
hisF	0.292	0.487
atpH	0.299	0.031
msrB	0.638	0.036
fadA	1.665	0.025
gpt	-0.381	0.376
purT	-0.202	0.324
atpD	0.259	8.864e-07
rpsC	-0.368	9.786e-05
htpG	0.055	0.734
pepB	0.717	1.21e-06
hemL	0.01	0.976
osmC	1.288	0.001
ilvM	0.468	0.175
lon	0.231	0.031
yajC	0.515	0.014
ileS	0.193	0.414
rpoA	0.043	0.408
yfbQ	0.14	0.906
ilvN	0.773	0.006
aspC	0.415	2.399e-10
cysK	-0.06	0.818
grpE	-0.172	0.373
hflC	0.163	0.482
acrB	0.036	0.838
ompF	0.79	1.264e-09
leuC	0.021	0.445
motB	0.974	0.126
acrA	0.476	0.305
avtA	-0.062	0.979
ydiJ	0.26	0.276
usg	0.357	0.215
pdxB	0.429	0.225
hisB	0.028	0.741
ptsG	-1.428	0.01
pheS	0.212	0.406
ycaR	0.108	1.0
rpmG	-0.454	0.016
yggX	0.532	0.001
tktA	0.172	0.188
argH	-0.586	4.422e-06
dapD	-0.266	0.0007349
lptB	0.578	0.008
btuR	0.738	0.034
rpsN	0.085	1.0
rplN	-0.352	0.004
yidA	0.052	0.927
sodB	0.665	5.101e-05
aphA	1.606	0.026
yibN	0.027	0.94
crr	-0.508	3.579e-06
kdgR	0.515	0.128
rpoB	0.041	0.166
manA	0.071	1.0
gyrB	-0.156	0.524
livG	0.076	0.978
purH	-0.338	0.007
yqjD	0.067	1.0
yibL	0.592	0.508
dksA	0.463	0.149
fliA	0.607	0.056
yhbJ	0.738	0.084
rplM	-0.351	0.004
map	0.006	1.0
allR	0.435	0.479
metE	-0.759	0.0
glnB	0.192	0.411
glgB	0.523	0.527
rpmD	-0.461	0.026
cyaY	-0.213	0.637
fklB	0.062	0.821
ppa	-0.008	0.657
serA	-0.753	6.87e-05
btuB	0.598	0.191
fkpA	0.443	0.017
fadE	1.048	0.068
hisD	-0.011	0.788
yfiO	-0.121	0.789
rpmI	-0.48	0.003
arnB	0.35	0.094
secG	-0.47	0.376
yuaX	2.583	4.07e-05
yfcZ	0.088	1.0
mdoG	-0.804	0.183
nmpC	0.596	6.207e-12
dcyD	1.012	0.009
fliF	0.535	0.644
purC	0.265	0.024
hldD	0.064	0.774
talB	0.064	0.334
metN	0.062	0.593
glpK	4.389	6.602e-07
rpmF	-0.415	0.005
rpsS	-0.38	0.0009308
atpC	0.2	0.361
ybbN	0.238	0.359
rplT	-0.287	0.039
grxC	0.57	0.002
fbaA	0.112	0.098
zntA	1.005	1.0
gltJ	1.329	0.024
mipA	-0.052	0.996
cheZ	0.874	9.907e-09
metL	0.023	0.952
ptsI	-0.824	7.654e-13
fabA	-0.07	1.0
lpp	0.184	0.584
ppsA	0.58	6.698e-08
ygiB	0.518	0.774
yifE	0.053	1.0
fumA	1.171	1.966e-08
yrbB	0.099	0.983
trmB	-1.173	0.018
yaeH	1.619	0.00056
purR	0.291	0.263
cysP	0.232	0.059
rplP	-0.321	0.003
stpA	-0.019	0.734
folD	-0.208	0.305
argG	-0.693	0.0004481
rplJ	-0.381	9.828e-05
ghrB	0.528	0.101
ftsA	0.86	0.07
groS	0.227	0.16
mtnN	0.035	0.929
nuoG	0.392	0.005
yliJ	0.272	0.68
typA	-0.377	0.0002956
ydfG	0.508	0.0006219
bcp	0.194	0.068
yohN	0.423	0.141
fliH	0.189	1.0
argT	1.195	6.768e-08
rpsK	-0.253	0.023
mprA	0.368	0.531
prfB	0.03	1.0
katG	0.674	4.396e-08
rpsP	-0.34	0.012
zapB	-0.212	0.362
purD	-0.284	0.046
ftsE	-0.144	1.0
sucD	0.98	0.0
mdh	0.564	0.0
hslV	-0.068	1.0
dnaN	0.352	0.286
yfeX	0.253	0.28
rpsB	-0.374	3.566e-07
dcrB	0.386	0.152
panB	-0.33	0.572
gpmA	0.126	0.219
adhE	-0.174	0.037
cysE	0.696	0.091
rbsD	1.547	8e-05
ahpC	0.352	2.931e-07
putP	0.952	0.074
pta	0.008	0.978
yfiF	0.112	0.619
bfr	-0.404	0.129
metC	0.433	0.099
qor	1.065	0.008
dppC	0.492	0.115
cspD	1.829	0.0002
leuB	0.107	0.225
fliC	1.039	0.0
ycfD	0.092	1.0
proQ	-0.227	0.209
hisH	-0.0001799	0.473
rplW	-0.382	0.026
fliD	1.8	2.664e-12
glnH	1.285	6.427e-09
ppiB	0.03	1.0
minE	0.204	0.226
yceD	0.196	0.73
engD	-0.229	0.134
yfgL	0.205	0.305
kdsD	-0.229	1.0
hns	0.419	4.171e-05
modA	1.816	0.008
gltX	0.045	0.847
speA	-0.081	0.964
rpsT	-0.458	0.002
thiB	-0.004	0.933
elbB	0.627	0.026
sucB	0.366	0.016
fur	0.222	0.049
nlpB	0.299	0.023
yeeX	0.051	1.0
ahpF	-0.343	0.679
ilvA	0.061	0.514
pnp	0.045	0.519
thrC	0.061	0.542
katE	0.965	0.09
gltL	1.049	0.006
borD	-0.982	0.0001016
rpsD	-0.397	1.286e-07
mug	0.329	0.482
rbsA	1.548	9.659e-13
flgL	0.927	0.00067
gltB	-0.704	0.0
flgE	0.94	0.0002063
rplF	-0.135	0.063
panC	0.71	0.066
deoD	0.38	0.009
cusR	-1.313	0.056
lysS	-0.182	0.064
tig	-0.11	0.063
sopB	0.288	0.456
metF	-0.072	0.424
nuoF	0.445	0.003
nlpE	0.466	1.0
prlC	0.365	0.036
pspA	-0.059	0.863
sthA	1.366	1.966e-08
infC	-0.044	0.853
mukE	0.178	0.797
tolB	0.215	0.446
manX	-0.865	0.014
hflK	-0.116	0.766
potD	0.212	0.129
deoC	0.225	0.582
ygiM	1.128	0.02
eno	-0.354	4.073e-05
tufA	0.04	0.465
degQ	0.611	0.03
rdgB	-0.283	1.0
rpsI	-0.265	0.003
glnA	-0.456	1.451e-05
secB	0.406	0.002
purA	-0.46	1.982e-07
sdhA	0.522	1.371e-09
aldA	2.222	0.0
acs	2.283	0.0
fusA	-0.101	0.009
